,CVE_ENT,CVE_MUN,CVE_MOD,CVE_TIPO,CVE_SUBTIPO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,TOTAL_DELITOS,VIVIENDA_ENDUTIH_2015
30158,13,12,4,10,11,0,0,0,1,1,1,0,0,0,1,0,1,5,2
30159,13,12,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30160,13,12,4,12,13,0,0,0,0,0,0,0,0,1,0,0,0,1,2
30161,13,12,4,13,14,12,9,5,9,6,8,6,4,1,1,0,2,51,2
30228,13,45,6,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30229,13,45,6,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30230,13,45,6,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30231,13,45,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30232,13,45,6,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30233,13,45,6,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30234,13,45,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30235,13,45,6,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30236,13,45,6,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30237,13,45,6,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30238,13,45,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30239,13,45,6,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30240,13,45,6,16,10,3,3,0,0,0,1,0,0,0,1,0,0,5,0
30241,13,45,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30242,13,45,7,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30243,13,45,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30244,13,45,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30245,13,45,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30246,13,45,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30247,13,45,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30248,13,45,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30249,13,45,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30250,13,45,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30251,13,45,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30252,13,45,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30253,13,45,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30254,13,45,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30255,13,45,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30256,13,45,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30257,13,45,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30258,13,45,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30259,13,45,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30260,13,45,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30261,13,45,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30262,13,45,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30263,13,45,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30264,13,45,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30265,13,45,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30266,13,45,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30267,13,45,3,8,10,2,1,1,1,0,0,0,0,0,1,1,0,5,0
30268,13,45,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30269,13,45,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30270,13,45,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30271,13,45,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30272,13,45,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30273,13,45,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30274,13,45,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30275,13,45,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30276,13,45,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30277,13,45,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30278,13,45,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30279,13,45,2,7,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0
30280,13,45,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30281,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30282,13,45,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,4,0
30283,13,45,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30284,13,45,0,3,3,0,0,0,1,0,0,0,0,0,0,1,0,2,0
30285,13,45,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30286,13,45,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30287,13,45,0,4,6,0,2,0,0,0,0,0,0,0,1,0,0,3,0
30288,13,45,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30289,13,45,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30290,13,45,4,10,11,0,1,0,0,3,0,0,0,0,0,0,0,4,0
30291,13,45,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30292,13,45,4,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30293,13,45,4,13,14,4,1,1,1,0,1,0,0,0,0,1,0,5,0
30426,13,11,6,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30427,13,11,6,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30428,13,11,6,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30429,13,11,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30430,13,11,6,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30431,13,11,6,15,10,0,1,0,0,0,0,0,0,0,0,1,0,2,3
30432,13,11,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30433,13,11,6,16,16,1,0,0,0,0,0,0,0,0,0,0,0,0,3
30434,13,11,6,16,17,1,0,0,0,0,0,0,0,0,0,0,0,0,3
30435,13,11,6,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30436,13,11,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30437,13,11,6,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30438,13,11,6,16,10,1,1,1,0,0,0,0,0,0,1,1,0,4,3
30439,13,11,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30440,13,11,7,17,21,0,0,0,0,0,0,0,1,0,0,0,0,1,3
30441,13,11,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30442,13,11,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30443,13,11,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30444,13,11,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30445,13,11,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30446,13,11,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30447,13,11,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30448,13,11,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30449,13,11,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30450,13,11,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30451,13,11,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30452,13,11,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30453,13,11,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30454,13,11,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30455,13,11,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30456,13,11,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30457,13,11,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30458,13,11,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30459,13,11,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30460,13,11,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30461,13,11,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30462,13,11,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30463,13,11,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30464,13,11,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30465,13,11,3,8,10,0,3,1,1,1,0,0,1,2,2,0,1,12,3
30466,13,11,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30467,13,11,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30468,13,11,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30469,13,11,3,9,10,0,1,0,0,0,0,0,0,0,0,0,0,1,3
30470,13,11,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30471,13,11,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30472,13,11,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30473,13,11,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30474,13,11,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30475,13,11,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30476,13,11,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30477,13,11,2,7,10,0,0,0,0,0,0,0,0,0,1,0,0,1,3
30478,13,11,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30479,13,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
30480,13,11,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3
30481,13,11,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30482,13,11,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,3
30483,13,11,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30484,13,11,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30485,13,11,0,4,6,0,0,1,1,0,0,0,0,0,0,0,0,2,3
30486,13,11,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30487,13,11,1,5,7,0,0,0,1,0,0,0,0,1,0,0,0,2,3
30488,13,11,4,10,11,0,1,2,0,1,0,2,0,0,0,0,0,6,3
30489,13,11,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30490,13,11,4,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30491,13,11,4,13,14,1,2,0,2,5,0,0,1,5,0,0,0,15,3
30624,13,28,6,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30625,13,28,6,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30626,13,28,6,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30627,13,28,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30628,13,28,6,15,20,0,0,2,0,0,0,0,0,0,0,0,0,2,2
30629,13,28,6,15,10,0,0,1,1,0,0,0,1,0,1,0,0,4,2
30630,13,28,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30631,13,28,6,16,16,1,0,3,1,1,0,0,0,0,1,3,1,10,2
30632,13,28,6,16,17,0,2,1,0,0,0,0,0,0,1,2,0,6,2
30633,13,28,6,16,18,0,1,2,2,0,3,4,1,0,2,2,0,17,2
30634,13,28,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30635,13,28,6,16,20,1,3,3,5,2,0,0,2,0,0,1,0,16,2
30636,13,28,6,16,10,2,6,11,1,0,0,0,3,1,3,4,5,34,2
30637,13,28,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30638,13,28,7,17,21,0,0,0,0,0,0,0,1,0,0,0,0,1,2
30639,13,28,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30640,13,28,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30641,13,28,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30642,13,28,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30643,13,28,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30644,13,28,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30645,13,28,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30646,13,28,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30647,13,28,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30648,13,28,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30649,13,28,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30650,13,28,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30651,13,28,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30652,13,28,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30653,13,28,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30654,13,28,8,15,10,0,0,1,0,0,0,0,0,0,0,0,0,1,2
30655,13,28,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30656,13,28,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30657,13,28,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30658,13,28,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30659,13,28,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30660,13,28,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30661,13,28,3,8,9,0,1,0,1,0,0,0,0,0,0,1,0,3,2
30662,13,28,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30663,13,28,3,8,10,4,16,18,14,7,0,5,6,3,10,11,13,103,2
30664,13,28,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30665,13,28,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30666,13,28,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30667,13,28,3,9,10,0,1,2,3,1,0,0,0,0,0,0,0,7,2
30668,13,28,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30669,13,28,2,6,8,0,1,0,0,0,0,0,1,0,0,0,1,3,2
30670,13,28,2,6,9,0,1,0,0,0,0,0,1,0,0,0,0,2,2
30671,13,28,2,6,10,0,0,1,0,0,0,0,0,0,0,0,0,1,2
30672,13,28,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30673,13,28,2,7,8,1,0,0,0,0,0,0,0,0,0,0,0,0,2
30674,13,28,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30675,13,28,2,7,10,3,0,1,2,2,2,0,4,1,1,1,0,14,2
30676,13,28,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30677,13,28,0,0,0,3,7,2,0,2,0,0,5,0,1,0,0,17,2
30678,13,28,0,1,1,5,11,4,1,3,0,0,2,0,1,1,5,28,2
30679,13,28,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30680,13,28,0,3,3,0,11,5,3,3,0,0,2,0,3,5,1,33,2
30681,13,28,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30682,13,28,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30683,13,28,0,4,6,0,4,6,2,2,0,0,1,0,0,0,3,18,2
30684,13,28,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30685,13,28,1,5,7,0,1,2,5,1,0,3,1,2,0,0,3,18,2
30686,13,28,4,10,11,4,7,13,5,4,0,3,2,2,1,4,9,50,2
30687,13,28,4,11,12,0,1,0,0,0,0,0,0,0,0,0,0,1,2
30688,13,28,4,12,13,0,2,0,2,3,0,2,1,2,0,0,1,13,2
30689,13,28,4,13,14,10,27,18,28,16,0,11,23,16,12,2,27,180,2
30756,13,46,6,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30757,13,46,6,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30758,13,46,6,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30759,13,46,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30760,13,46,6,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30761,13,46,6,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30762,13,46,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30763,13,46,6,16,16,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30764,13,46,6,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30765,13,46,6,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30766,13,46,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30767,13,46,6,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30768,13,46,6,16,10,1,0,1,0,0,0,1,0,0,0,0,1,3,0
30769,13,46,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30770,13,46,7,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30771,13,46,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30772,13,46,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30773,13,46,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30774,13,46,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30775,13,46,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30776,13,46,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30777,13,46,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30778,13,46,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30779,13,46,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30780,13,46,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30781,13,46,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30782,13,46,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30783,13,46,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30784,13,46,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30785,13,46,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30786,13,46,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30787,13,46,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30788,13,46,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30789,13,46,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30790,13,46,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30791,13,46,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30792,13,46,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30793,13,46,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30794,13,46,3,8,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30795,13,46,3,8,10,0,0,0,0,1,0,0,1,0,1,1,1,5,0
30796,13,46,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30797,13,46,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30798,13,46,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30799,13,46,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30800,13,46,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30801,13,46,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30802,13,46,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30803,13,46,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30804,13,46,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30805,13,46,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30806,13,46,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30807,13,46,2,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30808,13,46,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30809,13,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30810,13,46,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0
30811,13,46,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30812,13,46,0,3,3,0,1,0,0,0,0,0,0,0,0,1,2,4,0
30813,13,46,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30814,13,46,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30815,13,46,0,4,6,0,0,0,1,0,0,1,0,0,0,0,0,2,0
30816,13,46,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30817,13,46,1,5,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30818,13,46,4,10,11,0,2,1,0,0,0,1,1,0,0,1,0,6,0
30819,13,46,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30820,13,46,4,12,13,0,0,0,1,0,0,0,0,0,0,0,1,2,0
30821,13,46,4,13,14,0,1,0,4,1,0,1,1,1,0,1,0,10,0
30822,13,73,6,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30823,13,73,6,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30824,13,73,6,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30825,13,73,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30826,13,73,6,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30827,13,73,6,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30828,13,73,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30829,13,73,6,16,16,0,2,1,0,0,0,0,0,0,1,1,0,5,0
30830,13,73,6,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30831,13,73,6,16,18,0,0,1,1,0,0,0,0,0,0,0,0,2,0
30832,13,73,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30833,13,73,6,16,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30834,13,73,6,16,10,0,0,6,1,0,0,0,1,0,1,0,1,10,0
30835,13,73,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30836,13,73,7,17,21,0,0,0,0,0,0,0,1,0,0,0,0,1,0
30837,13,73,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30838,13,73,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30839,13,73,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30840,13,73,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30841,13,73,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30842,13,73,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30843,13,73,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30844,13,73,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30845,13,73,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30846,13,73,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30847,13,73,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30848,13,73,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30849,13,73,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30850,13,73,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30851,13,73,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30852,13,73,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30853,13,73,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30854,13,73,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30855,13,73,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30856,13,73,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30857,13,73,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30858,13,73,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30859,13,73,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30860,13,73,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30861,13,73,3,8,10,1,2,5,0,0,0,0,1,1,1,1,1,12,0
30862,13,73,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30863,13,73,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30864,13,73,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30865,13,73,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30866,13,73,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30867,13,73,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30868,13,73,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30869,13,73,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30870,13,73,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30871,13,73,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30872,13,73,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30873,13,73,2,7,10,0,0,0,0,0,0,1,0,2,0,0,0,3,0
30874,13,73,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30875,13,73,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0
30876,13,73,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0,3,0
30877,13,73,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30878,13,73,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,2,0
30879,13,73,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30880,13,73,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30881,13,73,0,4,6,0,0,3,0,1,0,0,0,0,0,0,0,4,0
30882,13,73,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30883,13,73,1,5,7,0,0,1,0,0,0,0,0,1,0,0,1,3,0
30884,13,73,4,10,11,1,1,1,2,0,0,0,0,0,0,0,2,6,0
30885,13,73,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30886,13,73,4,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30887,13,73,4,13,14,1,2,2,0,1,0,0,4,6,1,0,4,20,0
31086,13,29,6,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2
31087,13,29,6,15,17,0,3,2,0,0,0,0,0,0,0,0,0,5,2
31088,13,29,6,15,18,0,1,0,0,0,0,0,1,0,2,0,0,4,2
