,CVE_ENT,CVE_MUN,CVE_MOD,CVE_TIPO,CVE_SUBTIPO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,TOTAL_DELITOS,VIVIENDA_ENDUTIH_2015
53864,16,36,6,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53865,16,36,6,16,18,0,0,0,0,0,0,0,0,1,0,0,0,1,2
53866,16,36,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53867,16,36,6,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53868,16,36,6,16,10,1,1,1,0,0,0,0,1,1,0,0,0,4,2
53869,16,36,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53870,16,36,7,17,21,0,0,0,0,1,0,0,0,1,0,0,0,2,2
53871,16,36,9,15,25,1,0,0,0,0,0,0,0,0,0,0,0,0,2
53872,16,36,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53873,16,36,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53874,16,36,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53875,16,36,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53876,16,36,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53877,16,36,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53878,16,36,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53879,16,36,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53880,16,36,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53881,16,36,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53882,16,36,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53883,16,36,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53884,16,36,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53885,16,36,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53886,16,36,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53887,16,36,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53888,16,36,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53889,16,36,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53890,16,36,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53891,16,36,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53892,16,36,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53893,16,36,3,8,9,0,0,0,0,0,0,1,0,0,0,0,0,1,2
53894,16,36,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53895,16,36,3,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53896,16,36,3,8,6,0,0,0,0,0,0,1,0,0,0,0,0,1,2
53897,16,36,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53898,16,36,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53899,16,36,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53900,16,36,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53901,16,36,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53902,16,36,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53903,16,36,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53904,16,36,2,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,2
53905,16,36,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53906,16,36,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53907,16,36,2,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53908,16,36,2,7,6,1,1,0,0,0,0,0,0,0,0,0,0,1,2
53909,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53910,16,36,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53911,16,36,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53912,16,36,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,2
53913,16,36,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53914,16,36,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53915,16,36,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53916,16,36,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53917,16,36,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53918,16,36,4,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53919,16,36,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53920,16,36,4,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53921,16,36,4,13,14,2,0,0,0,0,0,0,1,1,1,0,0,3,2
53988,16,38,6,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53989,16,38,6,15,17,0,0,0,0,1,0,0,0,0,0,3,0,4,0
53990,16,38,6,15,18,0,0,0,1,0,0,0,0,2,2,0,0,5,0
53991,16,38,6,15,19,0,0,0,0,0,0,0,0,0,0,1,1,2,0
53992,16,38,6,15,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0
53993,16,38,6,15,10,0,0,0,1,4,1,3,0,1,0,0,2,12,0
53994,16,38,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53995,16,38,6,16,16,2,1,1,0,0,0,0,0,0,3,1,0,6,0
53996,16,38,6,16,17,0,0,0,0,1,0,0,0,0,0,0,0,1,0
53997,16,38,6,16,18,0,0,0,0,0,0,0,0,1,0,1,3,5,0
53998,16,38,6,16,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0
53999,16,38,6,16,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54000,16,38,6,16,10,4,1,2,3,3,0,3,0,0,1,0,5,18,0
54001,16,38,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54002,16,38,7,17,21,0,0,0,0,0,0,0,0,0,0,0,2,2,0
54003,16,38,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54004,16,38,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54005,16,38,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54006,16,38,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54007,16,38,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54008,16,38,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54009,16,38,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54010,16,38,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54011,16,38,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54012,16,38,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54013,16,38,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54014,16,38,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54015,16,38,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54016,16,38,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54017,16,38,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54018,16,38,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54019,16,38,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54020,16,38,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54021,16,38,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54022,16,38,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54023,16,38,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54024,16,38,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54025,16,38,3,8,9,0,0,0,1,1,0,0,0,0,0,0,1,3,0
54026,16,38,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54027,16,38,3,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54028,16,38,3,8,6,0,1,0,2,2,2,1,0,0,1,6,2,17,0
54029,16,38,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54030,16,38,3,9,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54031,16,38,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54032,16,38,3,9,6,0,0,1,2,3,3,1,0,0,1,0,2,13,0
54033,16,38,2,6,8,0,0,0,0,0,0,5,1,1,1,1,2,11,0
54034,16,38,2,6,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0
54035,16,38,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54036,16,38,2,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54037,16,38,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54038,16,38,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54039,16,38,2,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54040,16,38,2,7,6,0,1,1,0,1,0,2,3,1,0,0,1,10,0
54041,16,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
54042,16,38,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,5,0
54043,16,38,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0
54044,16,38,0,3,3,0,0,0,0,0,0,0,0,2,0,1,0,3,0
54045,16,38,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54046,16,38,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54047,16,38,0,4,6,0,0,1,0,0,0,0,0,0,0,1,0,2,0
54048,16,38,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54049,16,38,1,5,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0
54050,16,38,4,10,11,1,0,0,0,1,1,0,0,1,0,0,0,3,0
54051,16,38,4,11,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0
54052,16,38,4,12,13,0,0,0,1,0,0,0,0,0,1,1,0,3,0
54053,16,38,4,13,14,1,2,3,3,1,2,1,0,0,3,3,1,19,0
54186,16,41,6,15,16,0,0,0,0,0,0,1,0,0,0,0,0,1,0
54187,16,41,6,15,17,0,0,1,0,0,0,0,0,0,0,0,0,1,0
54188,16,41,6,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54189,16,41,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54190,16,41,6,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54191,16,41,6,15,10,0,0,1,1,1,0,1,0,0,0,0,0,4,0
54192,16,41,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54193,16,41,6,16,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0
54194,16,41,6,16,17,0,0,0,0,0,1,0,0,0,0,0,1,2,0
54195,16,41,6,16,18,0,0,1,0,0,0,1,0,0,1,0,1,4,0
54196,16,41,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54197,16,41,6,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54198,16,41,6,16,10,0,0,1,0,0,1,0,0,0,0,0,1,3,0
54199,16,41,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54200,16,41,7,17,21,0,1,0,1,0,0,0,0,1,0,0,0,3,0
54201,16,41,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54202,16,41,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54203,16,41,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54204,16,41,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54205,16,41,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54206,16,41,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54207,16,41,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54208,16,41,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54209,16,41,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54210,16,41,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54211,16,41,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54212,16,41,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54213,16,41,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54214,16,41,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54215,16,41,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54216,16,41,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54217,16,41,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54218,16,41,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54219,16,41,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54220,16,41,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54221,16,41,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54222,16,41,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54223,16,41,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54224,16,41,3,8,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0
54225,16,41,3,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54226,16,41,3,8,6,0,0,0,0,0,0,0,1,0,0,1,0,2,0
54227,16,41,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54228,16,41,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54229,16,41,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54230,16,41,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54231,16,41,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54232,16,41,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54233,16,41,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54234,16,41,2,6,6,0,0,1,0,0,0,0,0,0,1,0,0,2,0
54235,16,41,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54236,16,41,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54237,16,41,2,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54238,16,41,2,7,6,0,1,0,0,0,1,0,1,0,0,0,0,3,0
54239,16,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54240,16,41,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,3,0
54241,16,41,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54242,16,41,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0
54243,16,41,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54244,16,41,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54245,16,41,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54246,16,41,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54247,16,41,1,5,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0
54248,16,41,4,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54249,16,41,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54250,16,41,4,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54251,16,41,4,13,14,0,0,0,1,0,0,0,1,0,1,0,0,3,0
54318,16,43,6,15,16,0,0,0,0,1,0,1,0,0,0,0,0,2,0
54319,16,43,6,15,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0
54320,16,43,6,15,18,0,0,1,0,0,0,0,0,0,1,5,3,10,0
54321,16,43,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54322,16,43,6,15,20,0,0,0,0,1,0,0,0,1,1,0,0,3,0
54323,16,43,6,15,10,1,0,0,0,1,0,3,0,0,1,0,1,6,0
54324,16,43,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54325,16,43,6,16,16,0,1,0,1,2,3,3,2,3,3,6,5,29,0
54326,16,43,6,16,17,0,1,0,0,1,0,0,2,3,0,2,0,9,0
54327,16,43,6,16,18,1,3,3,5,7,4,6,0,4,3,3,1,39,0
54328,16,43,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54329,16,43,6,16,20,0,1,0,0,1,0,0,0,0,0,1,0,3,0
54330,16,43,6,16,10,9,2,6,4,4,6,9,9,10,4,13,10,77,0
54331,16,43,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54332,16,43,7,17,21,0,0,0,0,0,0,0,0,0,1,0,1,2,0
54333,16,43,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54334,16,43,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54335,16,43,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54336,16,43,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54337,16,43,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54338,16,43,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54339,16,43,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54340,16,43,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54341,16,43,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54342,16,43,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54343,16,43,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54344,16,43,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54345,16,43,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54346,16,43,8,15,23,0,0,0,0,1,0,0,0,0,0,0,0,1,0
54347,16,43,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54348,16,43,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54349,16,43,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54350,16,43,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54351,16,43,8,16,23,0,0,0,0,0,0,0,0,1,0,0,0,1,0
54352,16,43,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54353,16,43,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54354,16,43,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54355,16,43,3,8,9,0,1,0,1,0,0,0,0,0,1,0,0,3,0
54356,16,43,3,8,8,0,0,0,0,0,0,0,1,0,0,0,2,3,0
54357,16,43,3,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54358,16,43,3,8,6,3,6,0,1,3,1,2,5,8,4,6,8,44,0
54359,16,43,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54360,16,43,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54361,16,43,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54362,16,43,3,9,6,3,0,4,0,2,2,1,3,5,5,6,2,30,0
54363,16,43,2,6,8,0,0,0,0,2,0,0,1,1,0,3,1,8,0
54364,16,43,2,6,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0
54365,16,43,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54366,16,43,2,6,6,0,1,0,2,0,0,0,0,1,0,2,0,6,0
54367,16,43,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54368,16,43,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54369,16,43,2,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54370,16,43,2,7,6,0,3,2,1,3,2,1,2,2,1,2,2,21,0
54371,16,43,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0
54372,16,43,0,1,1,1,0,1,3,0,0,0,2,1,1,1,1,10,0
54373,16,43,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
54374,16,43,0,3,3,0,1,0,0,0,0,0,0,1,1,0,0,3,0
54375,16,43,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54376,16,43,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54377,16,43,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54378,16,43,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54379,16,43,1,5,7,0,0,1,0,0,0,0,2,0,1,0,0,4,0
54380,16,43,4,10,11,0,0,0,0,0,0,0,1,1,0,0,0,2,0
54381,16,43,4,11,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0
54382,16,43,4,12,13,0,1,0,0,0,0,1,1,1,2,1,0,7,0
54383,16,43,4,13,14,4,4,6,4,9,7,3,1,3,10,10,8,65,0
54384,16,44,6,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54385,16,44,6,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54386,16,44,6,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54387,16,44,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54388,16,44,6,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54389,16,44,6,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54390,16,44,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54391,16,44,6,16,16,1,0,0,0,0,1,1,1,0,0,0,0,3,0
54392,16,44,6,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54393,16,44,6,16,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0
54394,16,44,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54395,16,44,6,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54396,16,44,6,16,10,0,0,0,0,0,1,0,0,0,0,1,0,2,0
54397,16,44,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54398,16,44,7,17,21,0,0,0,0,1,1,0,0,0,0,0,0,2,0
54399,16,44,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54400,16,44,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54401,16,44,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54402,16,44,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54403,16,44,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54404,16,44,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54405,16,44,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54406,16,44,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54407,16,44,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54408,16,44,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54409,16,44,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54410,16,44,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54411,16,44,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54412,16,44,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54413,16,44,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54414,16,44,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54415,16,44,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54416,16,44,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54417,16,44,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54418,16,44,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54419,16,44,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54420,16,44,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54421,16,44,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54422,16,44,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54423,16,44,3,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54424,16,44,3,8,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
54425,16,44,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54426,16,44,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54427,16,44,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54428,16,44,3,9,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0
54429,16,44,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54430,16,44,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54431,16,44,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54432,16,44,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54433,16,44,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54434,16,44,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54435,16,44,2,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54436,16,44,2,7,6,0,1,0,1,0,1,0,0,0,0,0,0,3,0
54437,16,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54438,16,44,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54439,16,44,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54440,16,44,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54441,16,44,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54442,16,44,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54443,16,44,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54444,16,44,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54445,16,44,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54446,16,44,4,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54447,16,44,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54448,16,44,4,12,13,0,0,0,0,0,0,0,1,1,0,0,0,2,0
54449,16,44,4,13,14,2,0,0,1,0,2,3,0,1,0,2,0,9,0
54648,16,47,6,15,16,0,0,0,0,1,0,0,0,0,0,2,0,3,0
54649,16,47,6,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54650,16,47,6,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54651,16,47,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54652,16,47,6,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54653,16,47,6,15,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0
54654,16,47,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54655,16,47,6,16,16,1,0,0,0,0,2,0,0,0,0,0,0,2,0
54656,16,47,6,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54657,16,47,6,16,18,0,0,0,0,0,0,0,1,1,0,0,0,2,0
54658,16,47,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54659,16,47,6,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54660,16,47,6,16,10,0,0,0,1,0,0,2,1,1,0,0,0,5,0
54661,16,47,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54662,16,47,7,17,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0
