,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P2_1,P2_2,P2_3,cve_est,cve_mun,Cluster_km,Cluster_birch
29282,2,1,2,2,1,1,2,5,1,1,13,73,0,1
29283,3,1,2,2,1,1,2,5,1,1,13,73,0,1
29284,4,2,2,2,1,1,2,5,1,1,13,73,0,1
29285,5,2,2,2,1,1,2,3,1,1,13,73,0,1
29286,6,2,2,5,1,2,2,2,1,1,13,73,0,1
29287,8,2,6,3,1,2,2,4,1,1,13,73,0,1
29288,9,2,6,3,1,2,2,2,1,1,13,73,0,1
29289,10,2,4,5,1,2,2,5,1,1,13,73,0,1
29290,11,1,4,2,1,2,2,1,1,1,13,73,0,1
29291,12,2,2,2,1,2,2,5,1,1,13,73,0,1
29292,13,1,2,2,1,1,2,3,1,1,13,73,0,1
29293,14,2,2,3,1,1,2,3,1,1,13,73,0,1
29294,15,2,6,2,1,2,2,7,1,1,13,73,0,1
29295,16,2,2,2,1,1,1,5,1,1,13,73,0,1
29296,17,1,2,2,1,2,2,5,1,1,13,73,0,1
29297,5,3,1,1,1,1,1,2,1,1,14,39,0,1
29298,1,3,1,1,1,1,2,5,1,1,14,39,0,1
29299,3,3,1,1,1,1,1,3,1,1,14,39,0,1
29300,4,3,1,1,1,1,1,4,1,1,14,39,0,1
29301,5,3,1,1,1,1,1,5,1,1,14,39,0,1
29302,1,3,1,1,1,1,1,2,1,1,14,39,0,1
29303,2,3,1,1,1,1,1,2,1,1,14,39,0,1
29304,3,3,1,1,1,1,1,4,1,1,14,39,0,1
29305,4,3,1,1,1,1,1,4,1,1,14,39,0,1
29306,5,3,1,1,1,1,1,3,1,1,14,39,0,1
29307,1,3,1,1,1,1,1,4,1,1,14,39,0,1
29308,2,3,1,1,1,1,1,6,1,1,14,39,0,1
29309,4,3,1,1,1,1,1,4,1,1,14,39,0,1
29310,1,3,1,1,1,1,1,2,1,1,14,39,0,1
29311,3,3,1,1,1,1,2,1,1,1,14,39,0,1
29312,4,3,1,1,1,1,1,1,1,1,14,39,0,1
29313,5,2,1,1,1,1,1,3,1,1,14,39,0,1
29314,1,3,1,1,1,1,1,2,1,1,14,39,0,1
29315,2,3,1,1,1,1,1,2,1,1,14,39,0,1
29316,3,3,1,1,1,1,1,3,1,1,14,39,0,1
29317,4,3,1,1,1,1,1,2,1,1,14,39,0,1
29318,1,3,1,1,1,1,1,8,1,1,14,39,0,1
29319,2,3,1,1,1,1,1,3,1,1,14,39,0,1
29320,3,3,1,1,1,1,1,4,1,1,14,39,0,1
29321,4,3,1,1,1,1,1,2,1,1,14,39,0,1
29322,5,3,1,1,1,1,1,4,1,1,14,39,0,1
29323,2,3,1,1,1,1,1,1,1,1,14,39,0,1
29324,3,3,1,1,1,1,1,4,1,1,14,39,0,1
29325,4,3,1,1,1,1,1,5,1,1,14,39,0,1
29326,5,3,1,1,1,1,1,1,1,1,14,39,0,1
29327,1,3,1,1,1,1,1,5,1,1,14,39,0,1
29328,2,3,1,1,1,1,1,7,1,1,14,39,0,1
29329,3,3,1,1,1,1,2,1,1,1,14,39,0,1
29330,4,3,1,1,1,1,2,1,1,1,14,39,0,1
29331,5,2,1,1,1,1,1,6,1,1,14,39,0,1
29332,1,3,1,1,1,1,1,1,1,1,14,39,0,1
29333,2,3,1,1,1,1,2,3,1,1,14,39,0,1
29334,3,3,1,1,1,1,2,1,1,1,14,39,0,1
29335,4,3,1,1,1,1,1,2,1,1,14,39,0,1
29336,5,3,1,1,1,1,1,2,1,1,14,39,0,1
29337,1,3,1,1,1,1,1,8,1,1,14,39,0,1
29338,2,3,1,1,1,1,2,5,1,1,14,39,0,1
29339,3,3,1,1,1,1,1,4,1,1,14,39,0,1
29340,5,3,1,1,1,1,2,5,1,1,14,39,0,1
29341,2,3,1,1,1,1,1,7,2,2,14,39,0,1
29342,3,3,1,1,1,1,1,2,1,1,14,39,0,1
29343,4,3,1,1,1,1,1,2,1,1,14,39,0,1
29344,1,3,1,1,1,1,2,2,1,1,14,39,0,1
29345,2,3,1,1,1,1,1,2,1,1,14,39,0,1
29346,4,3,1,1,1,1,2,3,1,1,14,39,0,1
29347,5,3,1,1,1,1,2,3,1,1,14,39,0,1
29348,2,2,1,1,1,1,2,1,1,1,14,39,0,1
29349,3,3,1,1,1,1,1,4,1,1,14,39,0,1
29350,4,3,1,1,1,1,1,1,1,1,14,39,0,1
29351,5,3,1,1,1,1,1,2,1,1,14,39,0,1
29352,1,3,1,1,1,1,1,2,1,1,14,39,0,1
29353,2,3,1,1,1,1,1,1,1,1,14,39,0,1
29354,3,3,1,1,1,1,1,3,1,1,14,39,0,1
29355,4,3,1,1,1,1,1,2,1,1,14,39,0,1
29356,5,3,1,1,1,1,1,3,1,1,14,39,0,1
29357,1,3,1,1,1,2,2,2,1,1,14,39,0,1
29358,2,3,1,1,1,1,1,4,1,1,14,39,0,1
29359,4,3,1,1,1,1,2,3,1,1,14,39,0,1
29360,5,3,1,1,1,1,1,4,1,1,14,39,0,1
29361,1,3,1,1,1,1,1,1,1,1,14,39,0,1
29362,2,3,1,1,1,1,1,2,1,1,14,39,0,1
29363,3,3,1,1,1,1,1,1,1,1,14,39,0,1
29364,4,3,1,1,1,1,1,5,2,2,14,39,0,1
29365,1,3,1,1,1,2,2,1,1,1,14,39,0,1
29366,3,3,1,1,1,1,1,6,1,1,14,39,0,1
29367,4,3,1,1,1,1,1,4,1,1,14,39,0,1
29368,1,3,1,1,1,1,1,4,1,1,14,39,0,1
29369,2,3,1,1,1,1,1,3,1,1,14,39,0,1
29370,3,3,1,1,1,1,1,1,1,1,14,39,0,1
29371,4,3,1,1,1,1,1,1,1,1,14,39,0,1
29372,5,3,1,1,1,1,2,5,1,1,14,39,0,1
29373,2,3,1,1,1,1,1,4,1,1,14,39,0,1
29374,4,3,1,1,1,1,1,4,1,1,14,39,0,1
29375,5,3,1,1,1,1,1,3,1,1,14,39,0,1
29376,1,3,1,1,1,1,1,4,1,1,14,39,0,1
29377,2,2,1,1,1,1,1,4,1,1,14,39,0,1
29378,3,3,1,1,1,1,1,4,1,1,14,39,0,1
29379,5,2,1,1,1,1,1,4,1,1,14,39,0,1
29380,1,3,1,1,1,1,1,2,1,1,14,39,0,1
29381,3,3,1,1,1,1,1,8,1,1,14,39,0,1
29382,4,3,1,1,1,1,2,5,1,1,14,39,0,1
29383,5,3,1,1,1,1,1,8,2,2,14,39,0,1
29384,1,3,1,1,1,1,2,1,1,1,14,39,0,1
29385,2,3,1,1,1,1,1,1,1,1,14,39,0,1
29386,1,3,1,1,1,1,1,3,1,1,14,39,0,1
29387,2,3,1,1,1,1,1,4,1,1,14,39,0,1
29388,3,3,1,1,1,1,1,3,1,1,14,39,0,1
29389,5,3,1,1,1,1,1,3,1,1,14,39,0,1
29390,2,3,1,1,1,1,1,4,1,1,14,39,0,1
29391,3,3,1,1,1,1,1,5,1,1,14,39,0,1
29392,4,3,1,1,1,1,1,2,1,1,14,39,0,1
29393,5,3,1,1,1,1,1,2,1,1,14,39,0,1
29394,1,3,1,1,1,1,1,3,1,1,14,39,0,1
29395,2,3,1,1,1,1,1,5,1,1,14,39,0,1
29396,4,3,1,1,1,1,2,3,1,1,14,39,0,1
29397,5,3,1,1,1,1,1,2,1,1,14,39,0,1
29398,1,3,1,1,1,1,1,3,1,1,14,39,0,1
29399,2,3,1,1,1,1,1,3,1,1,14,39,0,1
29400,3,3,1,1,1,1,1,1,1,1,14,39,0,1
29401,4,3,1,1,1,1,1,3,1,1,14,39,0,1
29402,1,3,1,1,1,1,1,4,1,1,14,39,0,1
29403,2,3,1,1,1,1,1,4,1,1,14,39,0,1
29404,3,3,1,1,1,1,1,3,1,1,14,39,0,1
29405,5,3,1,1,1,1,2,1,1,1,14,39,0,1
29406,1,3,1,1,1,1,1,1,1,1,14,39,0,1
29407,2,3,1,1,1,1,1,3,1,1,14,39,0,1
29408,3,3,1,1,1,1,1,4,1,1,14,39,0,1
29409,4,3,1,1,1,1,1,4,1,1,14,39,0,1
29410,5,3,1,1,1,2,1,1,1,1,14,39,0,1
29411,1,3,1,1,1,1,1,3,1,1,14,39,0,1
29412,2,3,1,1,1,1,1,1,1,1,14,39,0,1
29413,3,3,1,1,1,1,1,4,1,1,14,39,0,1
29414,5,3,1,1,1,1,1,1,1,1,14,39,0,1
29415,1,3,1,1,1,1,1,2,1,1,14,39,0,1
29416,5,3,1,1,1,1,2,3,1,1,14,39,0,1
29417,1,3,1,1,1,1,1,3,1,1,14,39,0,1
29418,2,3,1,1,1,1,1,1,1,1,14,39,0,1
29419,4,3,1,1,1,1,1,4,1,1,14,39,0,1
29420,5,3,1,1,1,1,1,3,1,1,14,39,0,1
29421,1,3,1,1,1,1,2,1,1,1,14,39,0,1
29422,2,3,1,1,1,1,1,4,1,1,14,39,0,1
29423,3,3,1,1,1,2,2,1,1,1,14,39,0,1
29424,4,3,1,1,1,1,1,2,1,1,14,39,0,1
29425,1,3,1,1,1,1,1,1,1,1,14,39,0,1
29426,2,3,1,1,1,1,1,12,2,2,14,39,0,1
29427,3,3,1,1,1,1,1,1,1,1,14,39,0,1
29428,5,3,1,1,1,1,1,2,1,1,14,39,0,1
29429,1,3,1,1,1,1,2,4,1,1,14,39,0,1
29430,3,3,1,1,1,1,1,2,1,1,14,39,0,1
29431,4,3,1,1,1,1,1,2,1,1,14,39,0,1
29432,5,3,1,1,1,1,1,3,1,1,14,39,0,1
29433,1,3,1,1,1,1,1,6,1,1,14,39,0,1
29434,2,3,1,1,1,1,1,5,1,1,14,39,0,1
29435,4,3,1,1,1,1,1,2,1,1,14,39,0,1
29436,3,3,1,1,1,1,1,3,1,1,14,39,0,1
29437,4,3,1,1,1,1,1,5,1,1,14,39,0,1
29438,5,3,1,1,1,1,1,7,1,1,14,39,0,1
29439,1,3,1,1,1,1,1,4,1,1,14,39,0,1
29440,3,3,1,1,1,1,1,3,1,1,14,39,0,1
29441,4,3,1,1,1,1,1,2,1,1,14,39,0,1
29442,5,3,1,1,1,1,1,6,1,1,14,39,0,1
29443,1,3,1,1,1,1,1,4,1,1,14,39,0,1
29444,2,3,1,1,1,1,1,4,1,1,14,39,0,1
29445,4,3,1,1,1,1,2,4,1,1,14,39,0,1
29446,1,3,1,1,1,1,1,3,1,1,14,39,0,1
29447,2,3,1,1,1,1,1,3,1,1,14,39,0,1
29448,3,3,1,1,1,1,1,2,1,1,14,39,0,1
29449,4,3,1,1,1,1,1,1,1,1,14,39,0,1
29450,5,3,1,1,1,1,1,1,1,1,14,39,0,1
29451,1,3,1,1,1,1,1,2,1,1,14,39,0,1
29452,2,3,1,1,1,1,1,4,1,1,14,39,0,1
29453,3,2,2,1,1,1,1,3,1,1,14,39,0,1
29454,4,3,1,1,1,1,1,1,1,1,14,39,0,1
29455,1,3,1,1,1,1,1,4,1,1,14,39,0,1
29456,2,3,1,1,1,1,1,2,1,1,14,39,0,1
29457,3,3,1,1,1,1,1,4,2,2,14,39,0,1
29458,4,3,1,1,1,1,1,5,1,1,14,39,0,1
29459,1,3,1,1,1,1,2,3,1,1,14,39,0,1
29460,2,3,1,1,1,1,1,4,1,1,14,39,0,1
29461,3,3,1,1,1,1,1,6,1,1,14,39,0,1
29462,4,3,1,1,1,1,1,2,1,1,14,39,0,1
29463,5,3,1,1,1,1,1,2,1,1,14,39,0,1
29464,2,3,1,1,1,1,1,5,1,1,14,39,0,1
29465,3,2,1,1,1,1,1,6,1,1,14,39,0,1
29466,4,3,1,1,1,1,1,4,1,1,14,39,0,1
29467,1,3,1,1,1,1,1,4,1,1,14,39,0,1
29468,2,3,1,1,1,1,1,2,1,1,14,39,0,1
29469,3,3,1,1,1,1,1,3,1,1,14,39,0,1
29470,4,3,1,1,1,1,2,3,1,1,14,39,0,1
29471,5,3,1,1,1,1,1,4,1,1,14,39,0,1
29472,1,3,1,1,1,1,1,2,1,1,14,39,0,1
29473,3,3,1,1,1,1,2,3,1,1,14,39,0,1
29474,4,3,1,1,1,1,1,1,1,1,14,39,0,1
29475,5,3,1,1,1,1,1,4,1,1,14,39,0,1
29476,2,3,1,1,1,1,1,3,1,1,14,39,0,1
29477,3,3,1,1,1,1,1,3,1,1,14,39,0,1
29478,4,3,1,1,1,1,1,3,1,1,14,39,0,1
29479,1,3,1,1,1,1,1,4,1,1,14,39,0,1
29480,2,2,4,1,2,2,2,2,1,1,14,39,0,1
29481,3,3,1,1,1,1,1,5,1,1,14,39,0,1
29482,4,3,1,1,1,1,1,2,1,1,14,39,0,1
29483,5,3,1,1,1,1,1,2,1,1,14,39,0,1
29484,1,3,1,1,1,1,1,4,1,1,14,39,0,1
29485,3,3,1,1,1,1,1,5,1,1,14,39,0,1
29486,5,3,1,1,1,1,2,1,1,1,14,39,0,1
29487,1,3,1,1,1,1,1,3,1,1,14,39,0,1
29488,2,3,1,1,1,1,1,4,1,1,14,39,0,1
29489,4,3,1,1,1,1,2,2,1,1,14,39,0,1
29490,5,3,1,1,1,1,1,3,1,1,14,39,0,1
29491,1,2,1,1,1,1,1,6,1,1,14,39,0,1
29492,2,2,1,1,1,1,1,5,1,1,14,39,0,1
29493,3,3,1,1,1,1,1,3,1,1,14,39,0,1
29494,4,2,1,1,1,1,1,4,1,1,14,39,0,1
29495,5,2,1,1,1,1,1,6,1,1,14,39,0,1
29496,1,3,1,1,1,1,1,3,1,1,14,39,0,1
29497,3,3,1,1,1,1,1,3,1,1,14,39,0,1
29498,4,3,1,1,1,1,1,5,2,2,14,39,0,1
29499,5,2,1,1,1,1,2,10,2,2,14,39,0,1
29500,1,3,1,1,1,1,1,13,1,1,14,39,0,1
29501,2,3,1,1,1,1,1,3,1,1,14,39,0,1
29502,3,3,1,1,1,1,1,3,1,1,14,39,0,1
29503,4,2,1,1,1,1,1,7,1,1,14,39,0,1
29504,5,3,1,1,1,1,1,5,1,1,14,39,0,1
29505,1,3,1,1,1,1,1,6,1,1,14,39,0,1
29506,2,3,1,1,1,1,2,2,1,1,14,39,0,1
29507,3,3,1,1,1,1,1,5,1,1,14,39,0,1
29508,1,3,1,1,1,1,1,5,1,1,14,39,0,1
29509,2,3,1,1,1,1,1,4,1,1,14,39,0,1
29510,3,3,1,1,1,1,1,4,1,1,14,39,0,1
29511,4,3,1,1,1,1,1,1,1,1,14,39,0,1
29512,5,3,1,1,1,1,1,1,1,1,14,39,0,1
29513,1,3,1,1,1,1,1,5,1,1,14,39,0,1
29514,2,3,1,1,1,1,1,4,1,1,14,39,0,1
29515,4,3,1,1,1,1,1,3,1,1,14,39,0,1
29516,5,3,1,1,1,1,1,4,1,1,14,39,0,1
29517,1,3,1,1,1,1,1,2,1,1,14,39,0,1
29518,2,3,1,1,1,1,1,1,1,1,14,39,0,1
29519,3,3,1,1,1,1,1,6,1,1,14,39,0,1
29520,4,3,1,1,1,1,1,3,1,1,14,39,0,1
29521,2,3,1,1,1,1,1,6,1,1,14,39,0,1
29522,3,3,1,1,1,1,1,9,1,1,14,39,0,1
29523,4,3,1,1,1,1,1,2,1,1,14,39,0,1
29524,5,3,1,1,1,1,1,3,1,1,14,39,0,1
29525,1,3,1,1,1,1,1,6,1,1,14,39,0,1
29526,3,3,1,1,1,1,1,2,1,1,14,39,0,1
29527,4,3,1,1,1,1,1,4,1,1,14,39,0,1
29528,2,3,1,1,1,1,1,4,1,1,14,39,0,1
29529,3,3,1,1,1,1,1,6,1,1,14,39,0,1
29530,4,3,1,1,1,1,1,1,1,1,14,39,0,1
29531,5,3,1,1,1,1,1,3,1,1,14,39,0,1
29532,1,3,1,1,1,2,2,1,1,1,14,39,0,1
29533,4,3,1,1,1,1,2,1,1,1,14,39,0,1
29534,5,3,1,1,1,1,1,2,1,1,14,39,0,1
29535,1,3,1,1,1,1,1,3,1,1,14,39,0,1
29536,2,3,1,1,1,1,1,4,1,1,14,39,0,1
29537,3,3,1,1,1,1,1,5,1,1,14,39,0,1
29538,4,3,1,1,1,1,1,3,1,1,14,39,0,1
29539,5,3,1,1,1,1,1,2,1,1,14,39,0,1
29540,1,3,1,1,1,1,1,8,1,1,14,39,0,1
29541,2,2,1,1,1,1,2,3,1,1,14,39,0,1
29542,3,3,1,1,1,1,1,2,1,1,14,39,0,1
29543,4,3,1,1,1,1,1,4,1,1,14,39,0,1
29544,5,3,1,1,1,1,1,7,1,1,14,39,0,1
29545,1,3,1,1,1,1,1,2,1,1,14,39,0,1
29546,2,3,1,1,1,1,1,2,1,1,14,39,0,1
29547,2,3,1,1,1,1,2,4,1,1,14,39,0,1
29548,4,3,1,1,1,1,1,2,1,1,14,39,0,1
29549,5,3,1,1,1,1,1,1,1,1,14,39,0,1
29550,3,3,1,1,1,1,2,3,1,1,14,39,0,1
29551,4,3,1,1,1,1,1,2,1,1,14,39,0,1
29552,5,3,1,1,1,1,1,5,1,1,14,39,0,1
29553,1,3,1,1,1,1,1,6,1,1,14,39,0,1
29554,2,3,1,1,1,1,1,3,1,1,14,39,0,1
29555,5,3,1,1,1,1,1,2,1,1,14,39,0,1
29556,3,3,1,1,1,1,1,3,1,1,14,39,0,1
29557,4,2,1,1,1,1,1,1,1,1,14,39,0,1
29558,1,3,1,1,1,1,1,5,1,1,14,39,0,1
29559,2,3,1,1,1,1,1,5,1,1,14,39,0,1
29560,3,3,1,1,1,1,1,7,1,1,14,39,0,1
29561,4,3,1,1,1,1,1,4,1,1,14,39,0,1
29562,5,3,1,1,1,1,1,1,1,1,14,39,0,1
29563,1,3,1,1,1,1,1,2,1,1,14,39,0,1
29564,2,3,1,1,1,2,2,4,1,1,14,39,0,1
29565,3,3,1,1,1,1,1,3,1,1,14,39,0,1
29566,4,3,1,1,1,1,1,4,1,1,14,39,0,1
29567,5,3,1,1,1,1,1,2,1,1,14,39,0,1
29568,1,3,1,1,1,1,1,11,1,1,14,39,0,1
29569,2,2,1,1,1,1,1,2,1,1,14,39,0,1
29570,3,3,1,1,1,1,1,4,1,1,14,39,0,1
29571,5,3,1,1,1,1,1,2,1,1,14,39,0,1
29572,1,3,1,1,1,1,1,7,1,1,14,39,0,1
29573,2,3,1,1,1,1,1,3,1,1,14,39,0,1
29574,3,3,1,1,1,1,1,4,1,1,14,39,0,1
29575,4,3,1,1,1,1,1,5,1,1,14,39,0,1
29576,4,3,1,1,1,1,1,5,1,1,14,39,0,1
29577,5,3,1,1,1,1,1,4,1,1,14,39,0,1
29578,1,3,1,1,1,1,1,3,1,1,14,39,0,1
29579,2,3,1,1,1,1,1,6,1,1,14,39,0,1
29580,3,3,1,1,1,1,2,5,1,1,14,39,0,1
29581,4,3,1,1,1,1,1,7,1,1,14,39,0,1
29582,5,3,1,1,1,1,1,4,1,1,14,39,0,1
29583,2,3,1,1,1,1,1,11,2,2,14,39,0,1
29584,3,3,1,1,1,1,1,2,1,1,14,39,0,1
29585,4,3,1,1,1,1,1,2,1,1,14,39,0,1
29586,5,3,1,1,1,1,1,6,1,1,14,39,0,1
29587,1,3,1,1,1,1,1,4,1,1,14,39,0,1
29588,2,3,1,1,1,1,1,7,1,1,14,39,0,1
29589,3,3,1,1,1,1,1,5,1,1,14,39,0,1
29590,4,3,1,1,1,1,1,4,1,1,14,39,0,1
29591,1,3,1,1,1,1,1,10,1,1,14,39,0,1
29592,2,3,1,1,1,1,1,4,1,1,14,39,0,1
29593,3,3,1,1,1,1,1,2,1,1,14,39,0,1
29594,4,3,1,1,1,1,1,6,1,1,14,39,0,1
29595,5,3,1,1,1,1,1,2,1,1,14,39,0,1
29596,1,3,1,1,1,1,2,7,1,1,14,39,0,1
29597,3,3,1,1,1,1,1,4,1,1,14,39,0,1
29598,4,3,1,1,1,1,2,1,1,1,14,39,0,1
29599,1,3,1,1,1,1,1,7,1,1,14,39,0,1
29600,2,3,1,1,1,1,1,6,1,1,14,39,0,1
29601,3,3,1,1,1,1,1,2,1,1,14,39,0,1
29602,4,2,1,1,1,1,1,4,1,1,14,39,0,1
29603,1,3,1,1,1,1,1,2,1,1,14,39,0,1
29604,2,3,1,1,1,1,1,4,1,1,14,39,0,1
29605,3,2,1,1,1,1,2,1,1,1,14,39,0,1
29606,4,3,1,1,1,1,1,3,1,1,14,39,0,1
29607,5,2,1,1,1,1,2,6,1,1,14,39,0,1
29608,1,3,1,1,1,1,1,6,1,1,14,39,0,1
29609,3,3,1,1,1,1,1,4,1,1,14,39,0,1
29610,4,3,1,1,1,1,1,1,1,1,14,39,0,1
29611,4,3,1,1,1,1,1,6,1,1,14,39,0,1
29612,5,3,1,1,1,1,1,3,1,1,14,39,0,1
29613,1,3,1,1,1,1,1,3,1,1,14,39,0,1
29614,2,3,1,1,1,1,1,1,1,1,14,39,0,1
29615,3,3,1,1,1,1,1,3,1,1,14,39,0,1
29616,4,2,1,1,1,1,1,4,1,1,14,39,0,1
29617,5,3,1,1,1,1,1,6,1,1,14,39,0,1
29618,1,3,1,1,1,1,1,4,1,1,14,39,0,1
29619,2,3,1,1,1,1,1,3,1,1,14,39,0,1
29620,3,3,1,1,1,2,1,1,1,1,14,39,0,1
29621,5,3,1,1,1,1,2,3,1,1,14,39,0,1
29622,1,3,1,1,1,1,1,3,1,1,14,39,0,1
29623,2,3,1,1,1,1,1,5,1,1,14,39,0,1
29624,3,3,1,1,1,1,1,7,1,1,14,39,0,1
29625,4,2,1,1,1,1,1,5,1,1,14,39,0,1
29626,5,3,1,1,1,2,2,6,1,1,14,39,0,1
29627,3,3,1,1,1,1,1,2,1,1,14,39,0,1
29628,4,3,1,1,1,1,1,3,1,1,14,39,0,1
29629,5,3,1,1,1,1,2,1,1,1,14,39,0,1
29630,1,3,1,1,1,1,1,5,1,1,14,39,0,1
29631,2,3,1,1,1,1,1,3,1,1,14,39,0,1
29632,3,3,1,1,1,1,2,4,1,1,14,39,0,1
29633,4,3,1,1,1,1,1,4,1,1,14,39,0,1
29634,5,3,1,1,1,1,2,1,1,1,14,39,0,1
29635,1,3,1,1,1,1,1,2,1,1,14,39,0,1
29636,2,3,1,1,1,1,1,5,1,1,14,39,0,1
29637,4,3,1,1,1,2,1,3,1,1,14,39,0,1
29638,2,3,1,1,1,1,1,3,1,1,14,39,0,1
29639,3,3,1,1,1,1,1,4,1,1,14,39,0,1
29640,5,3,1,1,1,1,1,3,1,1,14,39,0,1
29641,1,3,1,1,1,1,1,6,1,1,14,39,0,1
29642,3,3,1,1,1,1,1,2,1,1,14,39,0,1
29643,4,3,1,1,1,1,1,2,1,1,14,39,0,1
29644,1,3,1,1,1,1,1,1,1,1,14,39,0,1
29645,2,3,1,1,1,1,1,3,1,1,14,39,0,1
29646,3,3,1,1,1,1,1,3,1,1,14,39,0,1
29647,4,3,1,1,1,1,1,5,1,1,14,39,0,1
29648,5,3,1,1,1,1,1,2,1,1,14,39,0,1
29649,1,3,1,1,1,1,1,1,1,1,14,39,0,1
29650,2,2,1,1,1,1,1,4,1,1,14,39,0,1
29651,3,3,1,1,1,1,2,2,1,1,14,39,0,1
29652,5,3,1,1,1,1,1,1,1,1,14,39,0,1
29653,1,2,1,1,1,1,2,2,1,1,14,39,0,1
29654,2,3,1,1,1,1,1,4,1,1,14,39,0,1
29655,3,3,1,1,1,1,2,2,1,1,14,39,0,1
29656,4,3,1,1,1,1,1,8,1,1,14,39,0,1
29657,5,2,1,1,1,1,1,5,1,1,14,39,0,1
29658,1,3,1,1,1,1,1,5,1,1,14,39,0,1
29659,2,3,1,1,1,1,1,5,1,1,14,39,0,1
29660,3,3,1,1,1,1,1,4,1,1,14,39,0,1
29661,4,3,1,1,1,1,1,2,1,1,14,39,0,1
29662,5,2,2,1,1,1,1,5,1,1,14,39,0,1
29663,1,3,1,1,1,1,1,1,1,1,14,39,0,1
29664,2,3,1,1,1,1,2,1,1,1,14,39,0,1
29665,1,3,1,1,1,1,1,5,1,1,14,39,0,1
29666,4,3,1,1,1,1,1,7,1,1,14,39,0,1
29667,5,3,1,1,1,1,1,4,1,1,14,39,0,1
29668,1,3,1,1,1,1,1,3,1,1,14,39,0,1
29669,2,3,1,1,1,1,1,2,1,1,14,39,0,1
29670,3,3,1,1,1,1,1,4,1,1,14,39,0,1
29671,5,3,1,1,1,1,1,4,1,1,14,39,0,1
29672,1,2,1,1,1,1,1,3,1,1,14,39,0,1
29673,2,3,1,1,1,1,2,2,1,1,14,39,0,1
29674,5,3,1,1,1,1,1,4,1,1,14,39,0,1
29675,1,3,1,1,1,1,1,5,1,1,14,39,0,1
29676,2,2,1,1,1,1,2,3,1,1,14,39,0,1
29677,3,3,1,1,1,1,1,3,1,1,14,39,0,1
29678,4,3,1,1,1,1,1,7,2,2,14,39,0,1
29679,5,1,1,1,1,1,2,5,1,1,14,39,0,1
29680,1,3,1,1,1,1,1,4,1,1,14,39,0,1
29681,2,3,1,1,1,1,1,2,1,1,14,39,0,1
29682,3,3,1,1,1,1,1,5,1,1,14,39,0,1
29683,4,3,1,1,1,1,1,1,1,1,14,39,0,1
29684,5,3,1,1,1,1,1,5,1,1,14,39,0,1
29685,1,3,1,1,1,1,1,3,1,1,14,39,0,1
29686,2,3,1,1,1,1,1,3,1,1,14,39,0,1
29687,5,3,1,1,1,1,1,1,1,1,14,39,0,1
29688,2,3,1,1,1,1,1,3,1,1,14,39,0,1
29689,3,3,1,1,1,1,1,3,1,1,14,39,0,1
29690,4,3,1,1,1,1,1,4,1,1,14,39,0,1
29691,5,3,1,1,1,1,1,1,1,1,14,39,0,1
29692,2,3,1,1,1,1,1,2,1,1,14,39,0,1
29693,3,3,1,1,1,1,1,11,1,1,14,39,0,1
29694,4,3,1,1,1,1,1,4,1,1,14,39,0,1
29695,5,3,1,1,1,1,2,3,1,1,14,39,0,1
29696,1,3,1,1,1,1,1,3,1,1,14,39,0,1
29697,2,3,1,1,1,1,1,3,1,1,14,39,0,1
29698,3,2,1,1,1,2,2,1,1,1,14,39,0,1
29699,4,3,1,1,1,1,1,4,1,1,14,39,0,1
29700,5,3,1,1,1,1,1,5,1,1,14,39,0,1
29701,2,3,1,1,1,1,1,4,1,1,14,39,0,1
29702,4,3,1,1,1,1,1,4,1,1,14,39,0,1
29703,5,3,1,1,1,1,2,2,1,1,14,39,0,1
29704,2,3,1,1,1,1,1,2,1,1,14,39,0,1
29705,3,3,1,1,1,1,2,3,1,1,14,39,0,1
29706,1,3,1,1,1,1,2,2,1,1,14,39,0,1
29707,2,3,1,1,1,1,1,1,1,1,14,39,0,1
29708,3,3,1,1,1,1,1,2,1,1,14,39,0,1
29709,4,3,1,1,1,1,1,1,1,1,14,39,0,1
29710,5,3,1,1,1,1,1,3,1,1,14,39,0,1
29711,1,3,1,1,1,1,1,4,1,1,14,39,0,1
29712,2,3,1,1,1,1,1,4,1,1,14,39,0,1
29713,4,3,1,1,1,1,1,4,1,1,14,39,0,1
29714,5,3,1,1,1,1,1,5,1,1,14,39,0,1
29715,1,3,1,1,1,1,1,3,1,1,14,39,0,1
29716,4,3,1,1,1,1,1,5,1,1,14,101,0,1
29717,5,2,2,1,1,1,2,4,1,1,14,101,0,1
29718,1,2,1,1,1,1,1,2,1,1,14,101,0,1
29719,2,3,1,1,1,1,1,4,1,1,14,101,0,1
29720,3,2,1,1,1,1,1,6,1,1,14,101,0,1
29721,4,3,2,1,1,1,1,3,1,1,14,101,0,1
29722,5,3,1,1,1,1,1,4,1,1,14,101,0,1
29723,1,3,1,1,1,1,1,3,1,1,14,101,0,1
29724,2,3,1,1,1,1,1,5,1,1,14,101,0,1
29725,3,3,1,1,1,1,1,6,1,1,14,101,0,1
29726,4,3,1,1,1,1,1,3,1,1,14,101,0,1
29727,5,3,1,1,1,1,1,5,1,1,14,101,0,1
29728,1,3,1,1,1,1,1,2,1,1,14,101,0,1
29729,2,3,1,1,1,1,1,3,1,1,14,101,0,1
