,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P2_1,P2_2,P2_3,cve_est,cve_mun,Cluster_km,Cluster_birch
11231,5,2,4,2,1,2,2,4,1,1,6,7,1,0
11232,1,2,1,1,1,1,1,5,1,1,6,7,3,2
11233,2,2,1,1,1,1,1,3,1,1,6,7,3,2
11234,3,3,1,1,1,1,1,7,1,1,6,7,1,0
11235,4,2,1,1,1,1,1,4,1,1,6,7,3,0
11236,5,2,6,2,1,1,1,4,1,1,6,7,1,0
11237,1,3,1,1,1,1,1,6,1,1,6,7,3,2
11238,2,2,1,1,1,1,1,9,1,1,6,7,1,0
11239,3,2,1,1,2,2,2,1,1,1,6,7,3,2
11240,4,2,1,1,1,1,1,6,1,1,6,7,1,0
11241,5,2,1,1,1,1,1,4,1,1,6,7,1,0
11242,1,2,1,1,1,1,1,4,1,1,6,7,3,2
11243,2,3,1,1,1,1,2,4,1,1,6,7,3,2
11244,3,2,1,1,1,1,2,4,1,1,6,7,3,2
11245,5,2,1,1,1,1,1,2,1,1,6,7,3,2
11246,1,3,1,1,1,2,2,3,1,1,6,7,3,2
11247,3,1,1,1,1,1,2,4,1,1,6,7,3,2
11248,4,3,1,1,1,1,1,2,1,1,6,7,3,2
11249,5,3,1,1,1,1,1,6,1,1,6,7,1,0
11250,1,3,1,1,1,1,1,3,1,1,6,7,3,2
11251,2,3,1,1,1,1,1,3,1,1,6,7,3,2
11252,3,2,1,1,1,1,1,1,1,1,6,7,3,2
11253,5,3,1,1,1,1,1,2,1,1,6,7,1,0
11254,1,3,1,1,1,1,1,2,1,1,6,7,3,2
11255,2,2,1,1,1,1,1,2,1,1,6,7,3,2
11256,3,2,1,1,1,1,2,3,2,2,6,7,3,2
11257,4,2,1,1,1,1,1,4,1,1,6,7,3,0
11258,5,3,1,1,1,1,1,5,1,1,6,7,1,0
11259,3,3,1,1,1,1,1,2,1,1,6,7,3,2
11260,4,3,1,1,1,1,1,2,1,1,6,7,3,2
11261,5,3,1,1,1,1,1,5,1,1,6,7,1,0
11262,1,3,1,1,1,1,1,4,1,1,6,7,3,2
11263,2,3,1,1,1,1,2,2,1,1,6,7,3,2
11264,3,2,1,1,1,1,1,3,1,1,6,7,3,2
11265,4,3,1,1,1,1,1,6,1,1,6,7,1,0
11266,1,3,1,1,1,1,1,4,1,1,6,7,3,2
11267,2,3,1,1,1,1,1,7,1,1,6,7,1,0
11268,3,3,1,1,1,1,2,2,1,1,6,7,3,2
11269,4,3,1,1,1,1,1,4,1,1,6,7,1,0
11270,2,2,1,1,1,1,1,3,1,1,6,7,3,2
11271,3,2,1,1,1,1,1,3,1,1,6,7,3,2
11272,4,3,1,1,1,1,1,2,1,1,6,7,3,2
11273,5,2,1,1,1,1,1,2,1,1,6,7,3,2
11274,1,2,1,1,1,1,1,4,1,1,6,7,3,2
11275,2,3,1,1,1,1,1,5,1,1,6,7,3,2
11276,3,2,1,1,1,1,1,5,1,1,6,7,3,2
11277,4,2,1,1,1,1,1,4,1,1,6,7,3,0
11278,5,2,1,1,1,1,2,2,1,1,6,7,3,0
11279,1,3,1,1,1,1,1,2,1,1,6,7,3,2
11280,3,3,1,1,1,1,2,2,1,1,6,7,3,2
11281,5,3,1,1,1,1,1,1,1,1,6,7,3,2
11282,2,2,1,1,1,1,1,2,1,1,6,7,3,2
11283,3,2,1,1,1,1,1,3,1,1,6,7,3,2
11284,4,3,1,1,1,1,1,2,1,1,6,7,3,2
11285,5,3,1,1,1,1,1,5,1,1,6,7,1,0
11286,2,3,1,1,1,1,1,3,1,1,6,7,3,2
11287,3,3,1,1,1,1,2,5,1,1,6,7,1,0
11288,1,2,1,1,1,1,2,4,1,1,6,7,3,2
11289,2,3,1,1,1,1,1,2,1,1,6,7,3,2
11290,3,3,1,1,1,1,2,5,1,1,6,7,1,0
11291,4,3,1,1,1,1,1,3,1,1,6,7,3,2
11292,5,3,1,1,1,1,1,3,1,1,6,7,1,0
11293,1,2,1,1,1,1,1,3,1,1,6,7,3,2
11294,2,2,1,1,1,1,2,2,1,1,6,7,3,2
11295,3,3,1,1,1,1,1,5,1,1,6,7,3,0
11296,4,3,1,1,1,1,2,2,1,1,6,7,3,2
11297,5,2,1,1,1,1,1,3,1,1,6,7,1,0
11298,1,3,1,1,1,1,1,2,1,1,6,7,3,2
11299,2,3,1,1,1,1,2,2,1,1,6,7,3,2
11300,3,3,1,1,1,1,1,3,1,1,6,7,3,2
11301,4,2,1,1,1,1,1,5,1,1,6,7,1,0
11302,5,2,1,1,1,1,1,2,1,1,6,7,3,2
11303,2,1,1,2,1,1,1,4,1,1,6,7,3,2
11304,3,3,1,1,1,1,1,4,1,1,6,7,3,2
11305,4,2,1,1,1,2,2,1,1,1,6,7,3,2
11306,5,2,1,1,1,1,1,4,1,1,6,7,1,0
11307,1,3,1,1,1,1,1,2,1,1,6,7,3,2
11308,2,3,1,1,1,1,2,3,1,1,6,7,3,2
11309,3,2,1,1,1,1,2,2,1,1,6,7,3,2
11310,4,3,1,1,1,1,1,4,1,1,6,7,1,0
11311,2,3,6,2,1,1,1,5,1,1,6,7,1,0
11312,3,3,1,1,1,1,1,1,1,1,6,7,3,2
11313,5,2,1,1,1,1,1,1,1,1,6,7,3,2
11314,1,3,1,1,1,1,1,8,1,1,6,7,3,0
11315,4,3,1,1,1,1,1,3,1,1,6,7,3,2
11316,5,3,1,1,1,1,1,3,1,1,6,7,1,0
11317,1,3,1,1,1,1,1,2,1,1,6,7,3,2
11318,2,3,1,1,1,1,1,2,1,1,6,7,3,2
11319,3,2,1,1,1,1,1,2,1,1,6,7,3,2
11320,4,3,1,1,1,1,1,5,1,1,6,7,1,0
11321,5,3,1,1,1,1,1,4,1,1,6,7,1,0
11322,2,3,1,1,1,1,1,5,1,1,6,7,3,2
11323,3,3,1,1,1,1,1,3,1,1,6,7,3,2
11324,4,3,1,1,1,1,1,3,1,1,6,7,3,2
11325,5,3,1,1,1,1,1,5,1,1,6,7,1,0
11326,1,3,1,1,1,1,1,4,1,1,6,7,3,2
11327,2,3,1,1,1,1,1,5,1,1,6,7,3,2
11328,3,3,1,1,1,1,1,3,1,1,6,7,3,2
11329,4,3,1,1,1,1,1,5,1,1,6,7,1,0
11330,1,3,1,1,1,1,1,4,1,1,6,7,3,2
11331,2,3,1,1,1,1,1,4,1,1,6,7,3,2
11332,3,3,1,1,1,1,1,2,1,1,6,7,3,2
11333,5,3,1,1,1,1,1,2,1,1,6,7,1,0
11334,1,2,1,1,1,1,1,6,1,1,6,7,3,2
11335,2,3,1,1,1,1,1,4,1,1,6,7,3,2
11336,3,3,1,1,1,1,2,3,1,1,6,7,3,2
11337,4,3,1,1,1,1,2,3,1,1,6,7,3,0
11338,5,3,1,1,1,1,1,4,1,1,6,7,1,0
11339,1,3,1,1,1,1,1,2,1,1,6,7,3,2
11340,2,3,1,1,1,1,1,4,1,1,6,7,3,2
11341,4,2,1,1,1,1,1,2,1,1,6,7,3,2
11342,5,3,1,1,1,1,1,4,1,1,6,7,1,0
11343,1,2,1,1,1,2,2,1,1,1,6,7,3,2
11344,2,2,1,1,1,1,1,5,1,1,6,7,3,2
11345,3,2,1,1,1,1,1,4,1,1,6,7,3,2
11346,4,3,1,1,1,1,2,3,1,1,6,7,3,0
11347,5,3,1,1,1,1,1,4,1,1,6,7,1,0
11348,2,2,1,1,1,1,1,5,1,1,6,7,3,2
11349,3,2,1,1,1,1,1,5,1,1,6,7,3,2
11350,4,3,1,1,1,1,1,4,1,1,6,7,1,0
11351,2,2,1,1,1,1,1,5,1,1,6,7,3,2
11352,3,2,1,1,1,1,1,2,1,1,6,7,3,2
11353,4,3,1,1,1,1,2,1,1,1,6,7,3,2
11354,5,2,1,1,1,1,1,8,1,1,6,7,1,0
11355,2,1,4,1,1,1,1,5,1,1,6,7,3,2
11356,3,2,1,1,1,1,1,1,1,1,6,7,3,2
11357,4,2,1,1,1,1,1,5,1,1,6,7,1,0
11358,1,2,1,1,1,2,2,5,1,1,6,7,3,2
11359,2,2,1,1,1,1,1,2,1,1,6,7,3,2
11360,3,2,1,1,1,1,1,2,1,1,6,7,3,2
11361,4,3,1,1,1,1,1,5,1,1,6,7,1,0
11362,5,2,1,1,1,1,2,8,1,1,6,7,1,0
11363,1,2,1,1,1,1,1,1,1,1,6,7,3,2
11364,2,3,1,1,1,1,1,3,1,1,6,7,3,2
11365,3,2,1,1,1,1,1,8,1,1,6,7,1,0
11366,4,2,1,1,1,1,1,3,1,1,6,7,3,2
11367,5,3,1,1,1,1,1,5,1,1,6,7,1,0
11368,1,2,1,1,1,1,1,4,1,1,6,7,3,2
11369,2,3,1,1,1,1,1,2,1,1,6,7,3,2
11370,3,2,1,1,1,1,1,4,1,1,6,7,3,2
11371,1,3,1,1,1,1,1,7,1,1,6,7,3,2
11372,2,2,2,1,1,1,2,1,1,1,6,7,3,2
11373,5,2,1,1,1,1,1,6,2,2,6,7,1,0
11374,1,1,1,1,1,1,1,4,1,1,6,7,3,2
11375,2,2,1,2,1,1,1,4,1,1,6,7,3,2
11376,3,3,1,1,1,1,2,1,1,1,6,7,3,2
11377,4,3,1,1,1,1,1,3,1,1,6,7,3,2
11378,5,2,1,2,1,1,2,2,1,1,6,7,1,0
11379,1,3,1,1,1,1,1,6,2,2,6,7,3,2
11380,3,3,1,1,1,1,2,5,1,1,6,7,1,0
11381,4,3,1,1,1,2,2,6,2,2,6,7,1,0
11382,5,2,1,1,1,1,1,4,1,1,6,7,1,0
11383,1,3,1,1,1,1,1,5,1,1,6,7,3,2
11384,3,2,1,1,1,1,1,2,1,1,6,7,3,2
11385,4,3,1,1,1,1,1,4,1,1,6,7,1,0
11386,5,2,1,1,1,1,1,4,1,1,6,7,1,0
11387,1,2,1,1,1,1,2,1,1,1,6,10,3,2
11388,2,3,1,1,1,1,1,4,1,1,6,10,3,2
11389,3,3,1,1,1,1,1,4,1,1,6,10,3,2
11390,4,3,1,1,1,1,1,4,1,1,6,10,3,2
11391,1,2,1,1,1,1,1,2,1,1,6,10,3,2
11392,3,3,1,1,1,1,1,2,1,1,6,10,3,2
11393,4,2,1,1,1,1,1,4,1,1,6,10,3,2
11394,5,3,1,1,1,1,1,2,1,1,6,10,3,2
11395,1,2,1,1,1,1,2,5,1,1,6,10,3,2
11396,2,3,1,1,1,2,2,2,1,1,6,10,3,2
11397,3,3,1,1,1,1,1,5,1,1,6,10,3,2
11398,4,2,1,1,1,1,1,3,1,1,6,10,3,2
11399,5,3,1,1,1,1,1,2,1,1,6,10,3,2
11400,1,2,1,1,1,1,2,5,1,1,6,10,3,2
11401,2,2,1,1,1,1,2,2,1,1,6,10,3,2
11402,3,3,1,1,1,1,1,3,1,1,6,10,3,2
11403,4,3,1,1,1,1,1,3,1,1,6,10,3,2
11404,1,3,1,1,1,1,1,3,1,1,6,10,3,2
11405,2,1,1,1,1,1,1,4,1,1,6,10,3,2
11406,3,3,1,1,1,1,1,2,1,1,6,10,3,2
11407,5,3,1,1,1,1,2,2,1,1,6,10,3,2
11408,1,2,1,1,1,1,1,3,1,1,6,10,3,2
11409,2,2,1,1,1,1,1,5,1,1,6,10,3,2
11410,3,1,1,1,2,2,2,1,1,1,6,10,3,2
11411,4,3,1,1,1,1,1,2,1,1,6,10,3,2
11412,2,3,1,1,1,1,1,3,1,1,6,10,3,2
11413,3,3,1,1,1,1,1,5,1,1,6,10,3,2
11414,4,3,1,1,1,1,1,3,1,1,6,10,3,2
11415,1,3,1,1,1,1,2,1,1,1,6,10,3,2
11416,2,3,1,1,1,1,1,1,1,1,6,10,3,2
11417,3,2,1,1,1,1,1,4,1,1,6,10,3,2
11418,4,1,4,1,2,2,2,1,1,1,6,10,3,2
11419,5,2,1,1,1,2,1,1,1,1,6,10,3,2
11420,1,3,1,1,1,1,1,4,1,1,6,10,3,2
11421,2,3,1,1,1,1,1,9,1,1,6,10,3,2
11422,3,3,1,1,1,1,1,1,1,1,6,10,3,2
11423,4,3,1,1,1,1,1,2,1,1,6,10,3,2
11424,5,2,1,1,1,1,1,4,1,1,6,10,3,2
11425,1,3,1,1,1,1,1,5,1,1,6,10,3,2
11426,2,3,1,1,1,1,1,4,1,1,6,10,3,2
11427,4,3,1,1,1,1,1,6,1,1,6,10,3,2
11428,1,3,1,1,1,1,1,1,1,1,6,10,3,2
11429,2,3,1,1,1,1,2,2,1,1,6,10,3,2
11430,4,3,1,1,1,1,1,4,1,1,6,10,3,2
11431,5,3,1,1,1,1,1,3,1,1,6,10,3,2
11432,1,3,1,1,1,1,2,2,1,1,6,10,3,2
11433,2,3,1,1,1,1,1,2,1,1,6,10,3,2
11434,3,3,1,1,1,1,2,3,1,1,6,10,3,2
11435,4,3,1,1,1,1,1,5,1,1,6,10,3,2
11436,5,3,1,1,1,1,1,3,1,1,6,10,3,2
11437,1,2,1,1,1,1,1,3,1,1,6,10,3,2
11438,2,3,1,1,1,1,1,2,1,1,6,10,3,2
11439,3,3,1,1,1,1,2,3,1,1,6,10,3,2
11440,4,1,1,1,1,1,1,2,1,1,6,10,3,2
11441,5,3,1,1,1,1,1,4,1,1,6,10,3,2
11442,1,3,1,1,1,1,1,3,1,1,6,10,3,2
11443,2,2,1,1,1,1,1,4,1,1,6,10,3,2
11444,3,3,1,1,1,1,1,5,1,1,6,10,3,2
11445,1,3,1,1,1,1,1,4,1,1,6,10,3,2
11446,2,3,1,1,1,1,1,4,1,1,6,10,3,2
11447,3,2,1,1,1,1,1,1,1,1,6,10,3,2
11448,4,2,1,1,1,1,1,5,1,1,6,10,3,2
11449,5,3,1,1,1,1,1,4,1,1,6,10,3,2
11450,1,2,1,1,1,1,1,7,1,1,6,10,3,2
11451,2,3,1,1,1,1,1,3,1,1,6,10,3,2
11452,3,2,1,1,1,1,2,4,1,1,6,10,3,2
11453,4,3,1,1,1,1,1,4,1,1,6,10,3,2
11454,5,3,1,1,1,1,1,4,1,1,6,10,3,2
11455,1,3,1,1,1,1,1,3,1,1,6,10,3,2
11456,2,3,1,1,1,1,1,1,1,1,6,10,3,2
11457,3,3,1,1,1,1,2,1,1,1,6,10,3,2
11458,4,3,1,1,1,1,2,3,1,1,6,10,3,2
11459,5,3,1,1,1,1,1,3,1,1,6,10,3,2
11460,2,3,1,1,1,1,1,5,1,1,6,10,3,2
11461,3,2,1,1,1,1,1,6,1,1,6,10,3,2
11462,4,2,1,1,1,1,2,5,1,1,6,10,3,2
11463,5,3,1,1,1,1,1,3,1,1,6,10,3,2
11464,1,2,1,1,1,1,1,3,1,1,6,10,3,2
11465,2,2,1,1,1,1,1,1,1,1,6,10,3,2
11466,3,2,1,1,1,1,2,2,1,1,6,10,3,2
11467,4,2,1,1,1,1,1,6,1,1,6,10,3,2
11468,5,3,1,1,1,1,1,2,1,1,6,10,3,2
11469,1,2,1,1,1,1,2,3,1,1,6,10,3,2
11470,2,3,1,1,1,2,2,1,1,1,6,10,3,2
11471,3,3,1,1,1,1,1,6,1,1,6,10,3,2
11472,4,2,1,1,1,1,2,5,1,1,6,10,3,2
11473,5,2,1,1,1,1,1,4,1,1,6,10,3,2
11474,1,2,1,1,1,1,1,5,1,1,6,10,3,2
11475,3,3,1,1,1,1,1,4,1,1,6,10,3,2
11476,5,3,1,1,1,1,1,2,1,1,6,10,3,2
11477,1,3,1,1,1,1,1,1,1,1,6,10,3,2
11478,2,3,1,1,1,1,1,3,1,1,6,10,3,2
11479,3,3,1,1,1,1,1,6,1,1,6,10,3,2
11480,4,3,1,1,1,1,1,3,1,1,6,10,3,2
11481,5,3,1,1,1,2,2,4,1,1,6,10,3,2
11482,1,3,1,1,1,1,1,3,1,1,6,10,3,2
11483,2,1,1,1,1,2,1,10,2,2,6,10,3,2
11484,3,3,1,1,1,1,1,4,1,1,6,10,3,2
11485,5,3,1,1,1,1,1,1,1,1,6,10,3,2
11486,1,3,1,1,1,1,2,2,1,1,6,10,3,2
11487,2,2,1,1,1,1,1,2,1,1,6,10,3,2
11488,3,3,1,1,1,1,1,3,1,1,6,10,3,2
11489,4,2,1,1,1,1,2,7,2,2,6,10,3,2
11490,2,2,1,1,1,1,1,2,1,1,6,10,3,2
11491,4,2,1,1,1,2,2,2,1,1,6,10,3,2
11492,5,3,1,1,1,1,1,5,1,1,6,10,3,2
11493,1,2,1,1,1,2,2,1,1,1,6,10,3,2
11494,2,2,1,1,1,1,2,6,1,1,6,10,3,2
11495,3,2,1,1,1,1,2,4,1,1,6,10,3,2
11496,4,2,1,1,1,1,1,5,1,1,6,10,3,2
11497,5,1,1,1,1,2,2,1,1,1,6,10,3,2
11498,1,3,1,1,1,1,1,1,1,1,6,10,3,2
11499,2,1,1,1,1,1,2,7,2,2,6,10,3,2
11500,4,3,1,1,1,1,1,5,1,1,6,10,3,2
11501,5,3,1,1,1,1,1,4,1,1,6,10,3,2
11502,1,3,1,1,1,2,1,1,1,1,6,10,3,2
11503,2,3,1,1,1,1,1,2,1,1,6,10,3,2
11504,3,2,1,1,1,1,2,2,1,1,6,10,3,2
11505,4,3,1,1,1,1,1,3,1,1,6,10,3,2
11506,5,3,1,1,1,1,1,2,1,1,6,10,3,2
11507,1,3,1,1,1,1,1,3,1,1,6,10,3,2
11508,2,3,1,1,1,1,1,5,1,1,6,10,3,2
11509,3,3,2,1,1,1,1,5,1,1,6,10,3,2
11510,5,2,1,1,1,1,1,7,1,1,6,10,1,0
11511,1,3,1,1,1,2,2,2,1,1,6,10,3,2
11512,2,3,1,1,1,1,1,8,1,1,6,10,3,2
11513,4,3,1,1,1,1,1,1,1,1,6,10,3,2
11514,5,3,1,1,1,1,1,4,1,1,6,10,3,2
11515,1,3,1,1,1,1,1,4,1,1,6,10,3,2
11516,2,3,1,1,1,1,1,4,1,1,6,10,3,2
11517,3,3,1,1,1,1,1,3,1,1,6,10,3,2
11518,4,3,1,1,1,1,1,2,1,1,6,10,3,2
11519,5,3,1,1,1,1,1,3,1,1,6,10,3,2
11520,3,3,1,1,1,1,1,7,1,1,6,10,3,2
11521,4,3,1,1,1,1,1,2,1,1,6,10,3,2
11522,1,2,1,1,1,1,1,6,1,1,6,10,3,2
11523,2,2,1,1,1,2,2,3,1,1,6,10,3,2
11524,3,3,1,1,1,1,1,2,1,1,6,10,3,2
11525,4,3,1,1,1,1,1,3,1,1,6,10,3,2
11526,1,3,1,1,1,1,1,6,1,1,6,10,3,2
11527,2,2,1,1,1,1,2,2,1,1,6,10,3,2
11528,3,3,1,1,1,1,1,2,1,1,6,10,3,2
11529,4,2,1,1,1,2,2,1,1,1,6,10,3,2
11530,5,3,1,1,1,1,1,5,1,1,6,10,3,2
11531,1,3,1,1,1,1,1,7,1,1,6,10,3,2
11532,2,3,1,1,1,1,2,2,1,1,6,10,3,2
11533,3,2,1,1,1,1,1,2,1,1,6,10,3,2
11534,4,3,1,1,1,1,2,2,1,1,6,10,3,2
11535,5,3,1,1,1,1,1,3,1,1,6,10,3,2
11536,1,2,1,1,1,1,1,4,1,1,6,10,3,2
11537,3,3,1,1,1,1,1,3,1,1,6,10,3,2
11538,4,2,1,1,1,1,2,2,1,1,6,10,3,2
11539,5,3,1,1,1,1,1,3,1,1,6,10,3,2
11540,1,2,1,1,1,2,2,2,1,1,6,10,3,2
11541,2,2,1,1,1,1,2,5,1,1,6,10,3,2
11542,3,2,1,1,1,1,1,5,1,1,6,10,3,2
11543,5,2,1,1,1,1,2,2,1,1,6,10,3,2
11544,1,3,1,1,1,1,1,1,1,1,6,10,3,2
11545,3,2,1,1,1,1,1,5,1,1,6,10,3,2
11546,4,2,1,1,1,1,1,4,1,1,6,10,3,2
11547,1,3,1,1,1,1,1,5,1,1,6,10,3,2
11548,2,3,1,1,1,1,1,4,1,1,6,10,3,2
11549,3,3,1,1,1,1,1,4,1,1,6,10,3,2
11550,4,3,1,1,1,1,1,4,1,1,6,10,3,2
11551,5,3,1,1,1,1,1,1,1,1,6,10,3,2
11552,2,3,1,1,1,1,1,1,1,1,6,10,3,2
11553,3,3,1,1,1,1,1,2,1,1,6,10,3,2
11554,4,2,1,1,1,1,2,2,1,1,6,10,3,2
11555,5,3,1,1,1,1,2,2,1,1,6,10,3,2
11556,1,3,1,1,1,1,1,4,1,1,6,10,3,2
11557,3,3,1,1,1,1,1,1,1,1,6,10,3,2
11558,5,3,1,1,1,1,1,4,1,1,6,10,3,2
11559,1,3,1,1,1,1,2,4,1,1,6,10,3,2
11560,3,3,1,1,1,1,1,1,1,1,6,10,3,2
11561,4,3,1,1,1,1,1,3,1,1,6,10,3,2
11562,5,3,1,1,1,1,1,3,1,1,6,10,3,2
11563,1,3,1,1,1,1,1,3,1,1,6,10,3,2
11564,2,3,1,1,1,1,1,2,1,1,6,10,3,2
11565,3,2,1,1,1,1,1,1,1,1,6,10,3,2
11566,4,2,1,1,1,1,2,6,1,1,6,10,3,2
11567,5,3,1,1,1,1,1,7,1,1,6,10,1,0
11568,1,3,1,1,1,1,1,4,1,1,6,10,3,2
11569,2,2,1,1,1,1,1,4,1,1,6,10,3,2
11570,4,2,1,1,1,1,1,2,1,1,6,10,3,2
11571,5,3,1,1,1,1,2,1,1,1,6,10,3,2
11572,1,3,1,1,1,1,1,2,1,1,6,10,3,2
11573,2,2,1,1,1,1,1,4,1,1,6,10,3,2
11574,3,2,1,1,1,1,1,2,1,1,6,10,3,2
11575,4,2,1,1,1,1,1,2,1,1,6,10,3,2
11576,5,2,1,1,1,1,1,3,1,1,6,10,3,2
11577,1,2,2,2,1,1,2,3,1,1,6,10,3,2
11578,3,3,1,1,1,1,1,1,1,1,6,10,3,2
11579,4,3,1,1,1,1,2,10,1,1,6,10,1,0
11580,1,3,1,1,1,1,1,3,1,1,6,10,3,2
11581,2,3,1,1,1,1,1,2,1,1,6,10,3,2
11582,4,3,1,1,1,1,2,3,1,1,6,10,3,2
11583,5,3,1,1,1,1,2,2,1,1,6,10,3,2
11584,1,2,1,1,1,2,2,1,1,1,6,10,3,2
11585,2,2,1,1,1,1,1,3,1,1,6,10,3,2
11586,3,2,1,1,1,2,2,9,1,1,6,10,3,2
11587,4,3,1,1,1,1,1,5,1,1,6,10,3,2
11588,5,2,1,1,1,1,1,3,1,1,6,10,3,2
11589,1,2,1,1,1,1,2,1,1,1,6,10,3,2
11590,3,3,1,1,1,1,1,6,1,1,6,10,3,2
11591,4,3,1,1,1,1,1,1,1,1,6,10,3,2
11592,5,3,1,1,1,1,1,4,1,1,6,10,3,2
11593,1,3,1,1,1,1,1,4,1,1,6,10,3,2
11594,2,3,1,1,1,1,1,2,1,1,6,10,3,2
11595,4,3,1,1,1,1,1,4,1,1,6,10,3,2
11596,5,2,1,1,1,1,1,3,1,1,6,10,3,2
11597,2,3,1,1,1,1,2,3,1,1,6,10,3,2
11598,3,3,1,1,1,1,1,2,1,1,6,10,3,2
11599,4,3,1,1,1,1,1,2,1,1,6,10,3,2
11600,5,3,1,1,1,1,1,4,1,1,6,10,3,2
11601,1,3,1,1,1,1,1,3,1,1,6,10,3,2
11602,2,3,1,1,1,1,1,3,1,1,6,10,3,2
11603,3,3,1,1,1,1,1,2,1,1,6,10,3,2
11604,4,3,1,1,1,1,2,4,1,1,6,10,3,2
11605,5,3,1,1,1,1,1,5,1,1,6,10,3,2
11606,1,3,1,1,1,1,1,2,1,1,6,10,3,2
11607,2,3,1,1,1,1,1,2,1,1,6,10,3,2
11608,3,3,1,1,1,1,1,2,1,1,6,10,3,2
11609,5,3,1,1,1,1,1,5,1,1,6,10,3,2
11610,1,3,1,1,1,1,1,1,1,1,6,10,3,2
11611,2,3,1,1,1,1,1,4,1,1,6,10,3,2
11612,3,3,1,1,1,1,1,4,1,1,6,10,3,2
11613,4,3,1,1,1,1,1,5,1,1,6,10,3,2
11614,5,3,1,1,1,1,1,5,1,1,6,10,3,2
11615,1,3,1,1,1,1,1,3,1,1,6,10,3,2
11616,3,3,1,1,1,1,1,4,1,1,6,10,3,2
11617,4,3,1,1,1,2,2,1,1,1,6,10,3,2
11618,5,3,1,1,1,1,1,4,1,1,6,10,3,2
11619,1,3,1,1,1,1,1,2,1,1,6,10,3,2
11620,3,2,1,1,1,1,1,7,1,1,6,10,3,2
11621,5,3,1,1,1,1,1,4,1,1,6,10,3,2
11622,1,3,1,1,1,1,1,2,1,1,6,10,3,2
11623,2,3,1,1,1,1,1,4,1,1,6,10,3,2
11624,4,3,1,1,1,1,1,1,1,1,6,10,3,2
11625,5,3,1,1,1,1,1,4,1,1,6,10,3,2
11626,1,3,1,1,1,1,1,2,1,1,6,10,3,2
11627,2,3,1,1,1,1,1,2,1,1,6,10,3,2
11628,3,3,1,1,1,1,1,5,1,1,6,10,3,2
11629,4,3,1,1,1,1,1,3,1,1,6,10,3,2
11630,5,3,1,1,1,1,1,4,1,1,6,10,3,2
11631,1,3,1,1,1,1,1,7,1,1,6,10,3,2
11632,2,3,1,1,1,1,1,2,1,1,6,10,3,2
11633,3,3,1,1,1,1,1,5,1,1,6,10,3,2
11634,4,3,1,1,1,1,1,4,1,1,6,10,3,2
11635,5,2,1,1,1,1,1,4,1,1,6,10,3,2
11636,1,3,1,1,1,1,1,4,1,1,6,10,3,2
11637,2,2,1,1,1,1,1,3,1,1,6,10,3,2
11638,3,3,1,1,1,1,1,4,1,1,6,10,3,2
11639,4,3,1,1,1,1,1,6,1,1,6,10,3,2
11640,2,3,1,1,1,1,1,3,1,1,6,10,3,2
11641,4,3,1,1,1,1,1,5,1,1,6,10,3,2
11642,5,3,1,1,1,1,1,2,1,1,6,10,3,2
11643,1,3,1,1,1,1,2,3,1,1,6,10,3,2
11644,2,2,1,1,1,1,1,4,1,1,6,10,3,2
11645,13,2,1,1,1,1,1,8,1,1,6,9,1,0
11646,14,3,1,1,1,1,2,1,1,1,6,9,1,0
11647,15,1,1,1,1,1,1,2,1,1,6,9,1,0
11648,17,2,1,1,1,1,2,4,1,1,6,9,1,0
11649,18,2,1,1,1,1,1,4,1,1,6,9,1,0
11650,19,2,1,1,1,1,2,5,2,3,6,9,1,0
11651,20,2,1,1,1,1,1,2,1,1,6,9,1,0
11652,1,2,1,1,1,1,2,5,1,1,6,9,3,2
11653,2,2,2,1,1,1,2,5,1,1,6,9,3,2
11654,3,3,1,1,1,1,1,2,1,1,6,9,3,2
11655,4,2,2,1,1,1,1,4,1,1,6,9,3,2
11656,5,2,2,1,1,1,2,4,1,1,6,9,3,2
11657,7,2,2,1,1,2,2,4,1,1,6,9,1,0
11658,8,2,1,1,1,1,2,3,1,1,6,9,1,0
11659,9,2,1,1,1,1,1,8,1,1,6,9,1,0
11660,10,2,1,1,1,1,1,5,1,1,6,9,1,0
11661,11,2,2,1,1,1,1,5,1,1,6,9,1,0
11662,12,3,1,1,1,1,1,4,1,1,6,9,1,0
11663,13,2,1,1,1,1,1,3,1,1,6,9,1,0
11664,15,3,1,1,1,1,1,6,1,1,6,9,1,0
11665,16,2,1,1,1,1,1,1,1,1,6,9,1,0
11666,17,1,1,1,1,1,1,1,1,1,6,9,1,0
11667,18,2,1,1,1,2,1,3,1,1,6,9,1,0
11668,19,2,2,1,1,1,2,6,1,1,6,9,1,0
11669,20,2,4,1,1,1,1,3,1,1,6,9,1,0
11670,1,3,1,1,1,1,1,4,1,1,6,9,3,2
11671,2,2,1,1,1,1,1,6,1,1,6,9,3,2
11672,3,2,1,1,1,1,1,5,1,1,6,9,3,2
11673,4,3,1,1,1,1,2,7,1,1,6,9,1,0
11674,6,2,1,1,1,1,1,4,1,1,6,9,1,0
11675,7,2,1,1,1,1,1,8,1,1,6,9,1,0
11676,8,3,1,1,1,1,1,2,1,1,6,9,1,0
11677,10,2,1,1,1,1,1,5,1,1,6,9,1,0
11678,11,2,1,1,1,1,2,2,1,1,6,9,1,0
