VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P2_1,P2_2,P2_3,CD_ENDUTIH,ENT
20,2,1,2,1,1,1,4,1,1,99,10
7,3,1,1,1,1,1,4,1,1,99,10
9,3,1,2,1,1,1,6,1,1,99,10
11,2,2,5,1,1,1,5,1,1,99,10
12,2,1,2,1,1,1,14,1,1,99,10
13,3,1,2,1,1,1,6,1,1,99,10
16,3,1,2,1,1,1,7,1,1,99,10
17,2,1,2,1,1,1,3,1,1,99,10
19,3,1,2,1,1,1,7,1,1,99,10
1,2,1,1,1,1,1,3,1,1,99,10
2,2,1,1,1,1,1,1,1,1,99,10
3,3,1,1,1,1,1,2,1,1,99,10
4,3,1,1,1,1,1,6,1,1,99,10
5,2,1,1,1,1,1,6,2,2,99,10
6,2,1,1,1,1,1,7,1,1,99,10
7,3,1,1,1,1,1,2,1,1,99,10
9,3,1,1,1,1,1,3,1,1,99,10
10,3,1,1,1,1,1,1,1,1,99,10
11,2,1,1,1,1,1,1,1,1,99,10
12,2,2,1,1,1,1,4,1,1,99,10
13,2,1,1,1,1,2,1,1,1,99,10
14,2,2,1,1,1,1,2,1,1,99,10
17,3,1,1,1,1,1,4,1,1,99,10
19,3,1,2,1,1,1,1,1,1,99,10
1,2,2,1,1,1,2,4,1,1,99,10
2,2,1,1,1,1,1,3,1,1,99,10
3,2,1,1,1,1,1,4,1,1,99,10
11,2,2,5,1,1,1,3,1,1,99,10
13,3,1,2,1,1,1,2,1,1,99,10
17,3,1,2,1,1,1,3,1,1,99,10
1,2,1,1,1,1,1,4,1,1,99,10
2,2,3,1,1,1,1,5,1,1,99,10
3,3,1,1,1,1,1,12,1,1,99,10
4,2,1,1,1,1,1,4,1,1,99,10
5,3,1,1,1,1,1,4,1,1,99,10
6,3,1,1,1,1,1,3,1,1,99,10
7,2,1,1,1,1,1,2,1,1,99,10
8,2,1,1,1,2,1,4,1,1,99,10
9,3,1,1,1,1,1,2,1,1,99,10
10,2,1,1,1,1,1,1,1,1,99,10
11,2,4,1,1,1,2,5,1,1,99,10
12,2,1,1,1,1,1,4,1,1,99,10
13,2,1,1,1,1,1,3,1,1,99,10
14,3,1,1,1,1,1,3,1,1,99,10
16,2,1,1,1,2,2,4,1,1,99,10
17,2,1,1,1,1,1,5,1,1,99,10
18,2,1,1,1,1,1,2,1,1,99,10
19,2,1,1,1,1,1,4,1,1,99,10
20,2,1,4,1,1,1,6,1,1,99,10
1,2,1,1,1,1,1,3,1,1,99,10
2,2,1,1,1,1,1,4,1,1,99,10
3,2,1,1,1,1,1,4,1,1,99,10
5,2,1,1,1,1,1,5,1,1,99,10
6,2,1,1,1,1,1,4,1,1,99,10
8,2,2,1,1,1,1,2,1,1,99,10
9,2,1,1,1,1,1,3,1,1,99,10
10,2,1,1,1,1,2,4,1,1,99,10
11,3,1,1,1,1,1,1,1,1,99,10
12,2,1,1,1,1,1,3,1,1,99,10
13,2,1,1,1,1,1,5,1,1,99,10
14,3,1,1,1,1,1,6,1,1,99,10
15,2,1,2,1,1,1,6,1,1,99,10
16,2,6,1,1,1,1,7,1,1,99,10
17,3,1,1,1,1,1,2,1,1,99,10
18,3,1,1,1,1,1,1,1,1,99,10
19,2,1,1,1,1,1,5,1,1,99,10
20,2,1,2,1,1,2,4,1,1,99,10
1,2,1,1,1,1,1,4,1,1,99,10
2,2,1,1,1,1,1,2,1,1,99,10
4,2,1,1,1,1,1,3,1,1,99,10
5,2,2,1,1,2,2,2,1,1,99,10
6,1,2,1,1,1,1,4,1,1,99,10
7,2,1,3,1,1,1,3,1,1,99,10
8,2,1,1,1,1,1,3,1,1,99,10
9,2,1,1,1,1,1,3,1,1,99,10
11,2,2,1,1,1,1,3,1,1,99,10
12,2,2,1,1,1,1,6,1,1,99,10
13,2,2,1,1,1,1,5,1,1,99,10
14,2,1,1,1,1,1,3,1,1,99,10
15,3,1,1,1,1,1,10,1,1,99,10
16,2,1,1,1,1,1,5,1,1,99,10
17,2,2,1,1,1,1,9,1,1,99,10
19,2,2,1,1,1,2,3,1,1,99,10
20,2,1,1,1,1,1,3,1,1,99,10
1,3,1,1,1,1,1,4,1,1,37,11
2,3,1,1,1,1,2,6,1,1,37,11
3,2,1,1,1,1,2,2,1,1,37,11
4,3,1,1,1,1,1,4,1,1,37,11
5,3,1,1,1,1,1,6,1,1,37,11
6,3,1,1,1,1,2,3,1,1,37,11
7,3,1,1,1,1,1,3,1,1,37,11
8,3,1,1,1,1,1,5,1,1,37,11
9,3,1,1,1,1,1,4,1,1,37,11
10,3,1,1,1,1,1,5,1,1,37,11
1,3,1,1,1,1,1,3,1,1,37,11
2,3,1,1,1,1,1,5,1,1,37,11
3,2,1,1,1,1,1,4,1,1,37,11
4,3,1,1,1,1,2,7,1,1,37,11
5,3,1,1,1,2,1,2,1,1,37,11
6,3,1,1,1,1,1,2,1,1,37,11
7,3,1,1,1,1,1,2,1,1,37,11
8,2,2,1,1,1,2,4,1,1,37,11
9,3,1,1,1,1,1,2,1,1,37,11
10,3,1,1,1,1,1,3,1,1,37,11
1,2,1,1,1,1,1,4,1,1,37,11
2,3,1,1,1,1,2,2,1,1,37,11
3,3,1,1,1,1,2,4,1,1,37,11
4,3,1,1,1,1,1,2,1,1,37,11
5,3,1,1,1,1,1,1,1,1,37,11
6,3,1,1,1,1,1,4,1,1,37,11
7,2,1,1,1,1,2,3,1,1,37,11
8,3,1,1,1,1,1,2,1,1,37,11
10,3,1,1,1,1,1,3,1,1,37,11
1,3,1,1,1,1,1,5,1,1,37,11
2,3,1,1,1,1,1,5,2,2,37,11
3,3,1,1,1,1,1,3,1,1,37,11
4,2,1,1,1,1,1,6,1,1,37,11
5,3,1,1,1,1,1,2,1,1,37,11
6,2,1,1,1,1,1,3,1,1,37,11
7,3,1,1,1,1,1,1,1,1,37,11
8,2,1,1,1,1,1,10,1,1,37,11
9,3,1,1,1,1,1,4,1,1,37,11
10,3,1,1,1,1,1,6,1,1,37,11
1,2,1,1,1,1,1,3,1,1,37,11
3,3,1,1,1,1,1,3,1,1,37,11
4,3,1,1,1,1,1,3,1,1,37,11
5,3,1,1,1,1,1,3,1,1,37,11
6,3,1,1,1,1,1,4,1,1,37,11
7,2,1,1,1,1,1,5,1,1,37,11
8,2,1,1,1,1,1,4,1,1,37,11
9,2,1,1,1,1,1,6,1,1,37,11
1,3,1,1,1,1,1,6,1,1,37,11
2,3,1,1,1,1,1,5,1,1,37,11
3,3,1,1,1,1,1,5,1,1,37,11
4,2,1,1,1,1,1,8,1,1,37,11
5,3,1,1,1,1,1,4,1,1,37,11
7,3,1,1,1,1,1,1,1,1,37,11
8,2,1,1,1,1,1,4,1,1,37,11
9,2,2,1,1,2,1,6,1,1,37,11
10,2,1,1,1,1,1,8,1,1,37,11
1,3,1,1,1,1,1,5,1,1,37,11
2,3,1,1,1,1,2,2,1,1,37,11
3,2,5,1,1,1,1,4,1,1,37,11
4,2,1,1,1,1,1,3,1,1,37,11
5,3,1,1,1,1,1,3,1,1,37,11
6,3,1,1,1,1,1,4,1,1,37,11
7,2,1,1,1,1,2,2,1,1,37,11
9,3,1,1,1,1,1,3,1,1,37,11
10,3,1,1,1,1,1,3,1,1,37,11
1,2,1,1,2,2,2,1,1,1,37,11
2,2,1,1,1,1,2,3,1,1,37,11
3,3,1,1,1,1,1,3,1,1,37,11
4,3,1,1,1,1,1,3,1,1,37,11
5,3,1,1,1,1,1,2,1,1,37,11
6,3,1,1,1,1,2,5,1,1,37,11
7,2,1,1,1,1,1,9,1,1,37,11
8,2,1,1,1,1,1,10,2,2,37,11
9,3,1,1,1,1,1,6,1,1,37,11
10,2,1,1,1,1,1,4,1,1,37,11
1,2,1,1,1,1,2,4,1,1,37,11
2,2,2,1,1,2,1,6,1,1,37,11
3,3,1,1,1,1,1,4,1,1,37,11
4,2,1,1,1,1,1,2,1,1,37,11
5,2,1,1,1,1,1,4,1,1,37,11
6,3,1,1,1,1,2,5,1,1,37,11
7,2,1,1,1,1,1,4,1,1,37,11
8,2,1,1,1,1,1,6,1,1,37,11
9,2,1,1,1,1,1,5,1,1,37,11
1,2,1,1,1,1,1,4,1,1,37,11
2,2,1,1,1,1,1,8,1,1,37,11
3,2,1,1,1,1,1,4,1,1,37,11
4,3,1,1,1,1,2,4,1,1,37,11
5,3,1,1,1,1,1,1,1,1,37,11
6,2,1,1,1,1,1,3,1,1,37,11
7,3,1,1,1,1,1,5,1,1,37,11
8,3,1,1,1,2,2,1,1,1,37,11
9,3,1,1,1,2,2,1,1,1,37,11
1,3,1,1,1,1,1,1,1,1,37,11
2,3,1,1,1,1,2,3,2,3,37,11
3,3,1,1,1,1,1,3,1,1,37,11
4,3,1,1,1,1,1,1,1,1,37,11
5,3,1,1,1,1,2,3,2,3,37,11
6,3,1,1,1,1,1,1,1,1,37,11
7,3,1,1,1,1,1,4,1,1,37,11
8,3,1,1,1,1,1,3,1,1,37,11
9,3,1,2,1,2,2,4,1,1,37,11
10,2,1,1,1,1,1,3,1,1,37,11
1,2,1,1,1,1,2,4,1,1,37,11
2,3,1,1,1,1,1,3,1,1,37,11
3,3,1,1,1,1,2,7,1,1,37,11
4,3,1,1,1,1,2,1,1,1,37,11
5,2,1,1,1,1,2,1,1,1,37,11
6,3,1,1,1,1,1,5,1,1,37,11
7,3,1,1,1,1,1,5,1,1,37,11
8,2,1,1,1,1,1,6,1,1,37,11
10,3,1,1,1,1,1,4,1,1,37,11
1,3,1,1,1,1,1,2,1,1,37,11
2,3,1,1,1,1,2,1,1,1,37,11
3,3,1,1,1,1,1,1,1,1,37,11
4,3,1,1,1,1,2,1,1,1,37,11
5,3,1,1,1,1,1,5,1,1,37,11
6,3,1,1,1,1,1,5,1,1,37,11
7,3,1,1,1,1,1,5,1,1,37,11
9,3,1,1,1,1,2,4,1,1,37,11
10,3,1,1,1,1,1,2,1,1,37,11
1,2,1,1,1,1,1,4,1,1,37,11
2,3,1,1,1,2,2,8,1,1,37,11
3,3,1,1,1,1,1,4,1,1,37,11
4,3,1,1,1,1,1,4,1,1,37,11
5,3,1,1,1,1,2,1,1,1,37,11
7,3,1,1,1,1,2,4,1,1,37,11
8,3,1,1,1,1,1,2,1,1,37,11
9,3,1,1,1,1,1,3,1,1,37,11
10,3,1,1,1,1,1,3,1,1,37,11
1,2,1,1,1,1,1,1,1,1,37,11
2,3,1,1,1,1,1,3,1,1,37,11
3,3,1,1,1,1,1,4,1,1,37,11
4,2,1,1,1,1,1,5,1,1,37,11
5,3,1,1,1,1,2,1,1,1,37,11
6,3,1,1,1,1,1,3,1,1,37,11
7,3,1,1,1,1,1,4,1,1,37,11
8,3,1,1,1,1,2,5,1,1,37,11
9,3,1,1,1,1,1,9,2,2,37,11
10,3,1,1,1,1,1,7,1,1,37,11
1,2,1,1,1,1,1,4,1,1,37,11
2,2,1,1,1,1,1,1,1,1,37,11
3,3,1,1,1,1,1,1,1,1,37,11
4,3,1,1,1,1,1,12,1,1,37,11
5,3,1,1,1,1,2,1,1,1,37,11
6,3,1,1,1,1,2,2,1,1,37,11
8,3,1,1,1,1,1,1,1,1,37,11
9,3,1,1,1,1,1,3,1,1,37,11
10,3,1,1,1,1,1,1,1,1,37,11
1,2,1,1,1,1,1,6,1,1,37,11
2,3,1,1,1,1,1,3,1,1,37,11
3,3,1,1,1,1,1,4,1,1,37,11
5,2,1,1,1,1,2,3,1,1,37,11
6,3,1,1,1,1,1,2,1,1,37,11
7,2,1,1,1,1,1,4,1,1,37,11
8,2,1,1,1,1,2,8,1,1,37,11
9,3,1,1,1,1,1,7,1,1,37,11
10,3,1,1,1,1,1,3,1,1,37,11
1,3,1,1,1,1,1,4,1,1,37,11
2,2,1,1,1,1,1,3,1,1,37,11
4,3,1,1,1,1,1,4,1,1,37,11
5,3,1,1,1,1,1,5,1,1,37,11
7,3,1,1,1,1,1,4,1,1,37,11
8,3,1,1,1,1,1,3,1,1,37,11
9,3,1,1,1,1,1,3,1,1,37,11
10,3,1,1,1,1,1,6,1,1,37,11
1,3,1,1,1,1,1,4,1,1,37,11
2,2,1,1,1,1,1,6,1,1,37,11
3,3,1,1,1,1,1,1,1,1,37,11
4,3,1,1,1,1,1,2,1,1,37,11
5,3,1,1,1,1,1,4,1,1,37,11
6,3,1,1,1,1,1,7,1,1,37,11
7,3,1,1,1,1,1,6,1,1,37,11
8,3,1,1,1,1,1,2,1,1,37,11
10,3,1,1,1,1,1,2,1,1,37,11
1,3,1,1,1,1,1,3,1,1,37,11
2,3,1,1,1,1,1,5,1,1,37,11
3,3,1,1,1,1,1,4,1,1,37,11
4,3,1,1,1,1,1,3,1,1,37,11
6,3,1,1,1,1,1,1,1,1,37,11
8,3,1,1,1,1,1,1,1,1,37,11
9,3,1,1,1,1,1,4,1,1,37,11
10,3,1,1,1,1,1,2,1,1,37,11
3,3,1,1,1,1,1,2,1,1,37,11
5,3,1,1,1,2,2,1,1,1,37,11
6,3,1,1,1,1,1,3,1,1,37,11
7,2,1,1,1,1,2,4,1,1,37,11
8,3,1,1,1,1,1,5,1,1,37,11
9,3,1,1,1,1,1,1,1,1,37,11
1,3,1,1,1,1,1,2,1,1,37,11
2,3,1,1,1,1,1,4,1,1,37,11
3,3,1,1,1,1,2,7,1,1,37,11
4,3,1,1,1,1,1,3,1,1,37,11
5,2,1,1,1,1,1,6,1,1,37,11
6,3,1,1,1,1,1,3,1,1,37,11
7,3,1,1,1,1,1,3,1,1,37,11
9,3,1,1,1,1,2,1,1,1,37,11
10,3,1,1,1,1,2,1,1,1,37,11
1,3,1,1,1,1,1,3,1,1,37,11
2,2,1,1,1,1,2,5,1,1,37,11
3,2,1,1,1,1,1,8,2,2,37,11
4,3,1,1,1,1,2,6,1,1,37,11
5,2,1,1,1,1,1,3,1,1,37,11
8,2,1,1,1,1,1,5,1,1,37,11
9,2,1,1,1,1,1,6,1,1,37,11
10,3,1,1,1,2,2,3,1,1,37,11
1,3,1,1,1,1,1,5,1,1,37,11
2,3,1,1,1,1,1,3,1,1,37,11
4,2,1,1,1,1,1,4,1,1,37,11
5,3,1,1,1,1,1,5,1,1,37,11
6,2,1,1,1,1,1,4,1,1,37,11
7,2,1,1,1,1,1,4,1,1,37,11
8,3,1,1,1,1,2,1,1,1,37,11
9,2,1,1,1,1,1,2,1,1,37,11
10,3,1,1,1,1,1,5,1,1,37,11
1,3,1,1,1,1,1,6,1,1,37,11
2,2,1,1,1,1,1,4,1,1,37,11
3,2,1,1,1,1,2,3,1,1,37,11
4,3,1,1,1,1,1,3,1,1,37,11
5,3,1,1,1,1,1,2,1,1,37,11
7,2,1,1,1,1,1,4,1,1,37,11
8,2,1,1,1,1,1,3,1,1,37,11
9,2,1,1,1,1,1,1,1,1,37,11
10,3,1,1,1,2,2,2,1,1,37,11
1,3,1,1,1,1,1,2,1,1,37,11
3,2,1,1,1,1,1,1,1,1,37,11
5,3,1,1,1,1,1,5,1,1,37,11
7,2,1,1,1,1,1,4,1,1,37,11
8,3,1,1,1,1,1,8,1,1,37,11
10,3,1,1,1,1,1,5,1,1,37,11
2,3,1,1,1,1,1,1,1,1,37,11
3,2,2,5,1,1,1,1,1,1,37,11
4,3,1,1,1,1,1,5,1,1,37,11
5,3,1,1,1,1,1,3,1,1,37,11
6,2,1,1,1,1,1,3,1,1,37,11
8,3,1,1,1,1,1,5,1,1,37,11
9,3,1,1,1,1,1,4,1,1,37,11
1,2,1,1,1,1,1,3,1,1,37,11
2,2,1,1,1,1,2,6,1,1,37,11
3,3,1,1,1,1,1,4,1,1,37,11
4,2,1,1,1,1,1,4,1,1,37,11
5,2,1,1,1,1,1,5,1,1,37,11
6,3,1,1,1,1,1,3,1,1,37,11
7,2,1,1,1,1,1,3,2,2,37,11
8,3,1,1,1,1,1,1,1,1,37,11
9,3,1,1,1,1,1,4,1,1,37,11
10,3,1,1,1,1,1,5,1,1,37,11
1,3,1,1,1,1,1,5,1,1,37,11
3,3,1,1,1,1,1,4,1,1,37,11
4,3,1,1,1,1,1,4,1,1,37,11
6,3,1,1,1,1,1,2,1,1,37,11
7,3,1,1,1,1,1,6,1,1,37,11
8,3,1,1,1,1,1,2,1,1,37,11
9,3,1,1,1,1,1,3,1,1,37,11
1,2,1,1,1,1,1,2,1,1,37,11
2,3,1,1,1,1,1,2,1,1,37,11
3,3,1,1,1,1,1,3,1,1,37,11
4,3,1,1,1,1,1,3,1,1,37,11
5,3,1,1,1,1,1,1,1,1,37,11
6,3,1,1,1,1,1,8,1,1,37,11
7,3,1,1,1,1,1,4,1,1,37,11
8,3,1,1,1,1,1,1,1,1,37,11
10,2,1,1,1,1,1,4,1,1,37,11
1,3,1,1,1,1,1,4,1,1,37,11
3,3,1,1,1,1,1,3,1,1,37,11
4,3,1,1,1,1,1,1,1,1,37,11
5,3,1,1,1,1,1,6,1,1,37,11
7,2,1,1,1,1,1,3,1,1,37,11
9,3,1,1,1,1,1,5,1,1,37,11
10,3,1,1,1,1,1,4,1,1,37,11
1,3,1,1,1,1,1,8,2,2,37,11
2,2,1,1,1,1,1,4,1,1,37,11
3,3,1,1,1,1,1,1,1,1,37,11
4,2,1,1,1,1,1,5,1,1,37,11
5,3,1,1,1,1,1,4,1,1,37,11
6,3,1,1,1,1,1,7,1,1,37,11
7,2,1,1,1,1,1,3,1,1,37,11
8,2,1,1,1,1,1,4,1,1,37,11
9,2,1,1,1,1,1,5,1,1,37,11
10,3,1,1,1,1,1,1,1,1,37,11
3,2,1,1,1,1,1,1,1,1,37,11
4,3,1,1,1,1,1,2,1,1,37,11
5,3,1,1,1,1,2,2,1,1,37,11
6,3,1,1,1,1,2,4,1,1,37,11
7,3,1,1,1,1,1,4,1,1,37,11
10,3,1,1,1,1,1,4,1,1,37,11
1,3,1,1,1,1,1,6,1,1,37,11
2,3,1,1,1,1,2,1,1,1,37,11
3,2,1,1,1,1,1,3,1,1,37,11
4,2,1,1,1,1,1,4,1,1,37,11
5,3,1,1,1,1,1,4,1,1,37,11
6,2,1,1,1,1,1,7,1,1,37,11
7,3,1,1,1,1,2,6,1,1,37,11
8,2,1,1,1,1,1,1,1,1,37,11
9,2,1,1,1,1,1,10,1,1,37,11
10,2,1,1,1,1,1,7,1,1,37,11
1,2,1,1,1,2,1,2,1,1,37,11
2,2,1,1,1,1,1,6,1,1,37,11
3,2,1,1,1,1,1,6,1,1,37,11
4,2,1,1,1,1,1,9,2,2,37,11
5,2,1,1,1,1,1,10,2,2,37,11
7,3,1,1,1,1,2,3,1,1,37,11
8,2,1,1,1,1,2,4,1,1,37,11
9,2,1,1,1,1,1,3,1,1,37,11
10,3,1,1,1,1,1,5,1,1,37,11
2,3,1,1,1,1,2,3,1,1,37,11
3,3,1,1,1,1,1,1,1,1,37,11
4,2,1,1,1,1,1,2,1,1,37,11
5,2,1,1,1,1,1,5,1,1,37,11
6,3,1,1,1,1,2,4,1,1,37,11
7,3,1,1,1,1,1,1,1,1,37,11
8,2,1,1,1,1,1,4,1,1,37,11
9,3,1,1,1,1,1,5,1,1,37,11
10,2,2,1,1,1,1,3,1,1,37,11
1,2,1,1,1,1,1,7,1,1,37,11
2,2,1,1,1,1,1,3,1,1,37,11
3,2,1,1,1,1,2,12,2,3,37,11
4,3,1,1,1,1,1,4,1,1,37,11
5,2,1,1,1,1,1,4,1,1,37,11
7,2,1,1,1,1,1,2,1,1,37,11
8,2,1,1,1,1,1,5,1,1,37,11
10,2,1,1,1,1,1,1,1,1,37,11
1,2,1,1,1,1,1,5,1,1,37,11
2,3,1,1,1,1,2,5,1,1,37,11
3,3,1,1,1,1,1,5,1,1,37,11
4,3,1,1,1,1,1,2,1,1,37,11
5,2,1,1,1,1,1,8,1,1,37,11
7,2,1,1,1,1,1,2,1,1,37,11
8,3,1,1,1,1,1,4,1,1,37,11
9,2,1,1,1,1,2,5,1,1,37,11
10,3,1,1,1,1,1,4,1,1,37,11
2,2,1,1,1,1,1,1,1,1,37,11
3,3,1,1,1,1,1,2,1,1,37,11
4,2,1,1,1,1,1,3,1,1,37,11
5,3,1,1,1,1,1,1,1,1,37,11
7,3,1,1,1,1,1,2,1,1,37,11
8,2,1,1,1,1,1,6,1,1,37,11
9,2,1,1,1,1,1,7,1,1,37,11
10,3,1,1,1,1,1,6,1,1,37,11
1,3,1,1,1,1,1,6,2,2,37,11
2,3,1,1,1,1,1,9,1,1,37,11
3,2,1,1,1,1,1,4,1,1,37,11
4,3,1,1,1,1,1,4,1,1,37,11
5,2,1,1,1,1,1,3,1,1,37,11
6,2,1,1,1,1,1,3,1,1,37,11
7,2,1,1,1,2,1,1,1,1,37,11
8,2,1,1,1,1,1,2,1,1,37,11
9,3,1,1,1,1,1,2,1,1,37,11
10,3,1,1,1,1,1,3,1,1,37,11
1,2,1,1,1,1,1,1,1,1,37,11
2,2,1,1,1,1,1,1,1,1,37,11
3,2,1,1,1,1,1,2,1,1,37,11
4,2,1,1,1,1,1,6,1,1,37,11
5,2,1,1,1,1,1,2,1,1,37,11
6,2,1,1,1,1,1,5,1,1,37,11
7,2,1,1,1,1,2,6,1,1,37,11
8,3,1,1,1,1,1,11,1,1,37,11
9,3,1,1,1,1,1,7,1,1,37,11
10,3,1,1,1,1,1,3,1,1,37,11
1,3,1,1,1,1,2,3,1,1,37,11
2,2,1,1,1,2,2,4,1,1,37,11
3,2,1,1,1,1,2,6,1,1,37,11
4,3,1,1,1,1,2,5,1,1,37,11
5,2,1,1,1,2,2,2,1,1,37,11
6,2,1,1,1,1,1,7,1,1,37,11
7,3,1,1,1,1,2,2,1,1,37,11
8,3,1,1,1,1,1,5,1,1,37,11
9,3,1,1,1,1,1,4,1,1,37,11
10,3,1,1,1,1,2,5,1,1,37,11
1,3,1,1,1,1,1,4,1,1,37,11
2,2,1,1,1,1,1,5,1,1,37,11
3,2,1,1,1,1,1,7,1,1,37,11
5,2,1,1,1,1,1,2,1,1,37,11
6,2,1,1,1,1,1,5,1,1,37,11
7,3,1,1,1,2,1,4,1,1,37,11
8,2,1,1,1,1,2,3,1,1,37,11
9,2,5,1,1,1,2,7,1,1,37,11
10,2,1,1,1,1,1,2,1,1,37,11
1,2,1,1,1,1,1,3,1,1,37,11
2,3,1,1,1,1,1,2,1,1,37,11
3,3,1,1,1,1,1,5,1,1,37,11
4,2,1,1,1,1,1,5,1,1,37,11
5,3,1,1,1,1,1,7,1,1,37,11
7,3,1,1,1,1,1,5,1,1,37,11
8,3,1,1,1,1,1,3,1,1,37,11
9,3,1,1,1,1,1,2,1,1,37,11
10,3,1,1,1,1,1,3,1,1,37,11
1,3,1,1,1,1,1,5,1,1,37,11
2,3,1,1,1,1,2,4,1,1,37,11
3,3,1,1,1,1,1,5,1,1,37,11
4,3,1,1,1,1,1,4,1,1,37,11
6,3,1,1,1,1,1,5,1,1,37,11
9,3,1,1,1,1,1,2,1,1,37,11
10,2,1,1,1,1,1,4,1,1,37,11
3,2,1,1,1,1,1,3,1,1,37,11
4,3,1,1,1,1,1,2,1,1,37,11
6,3,1,1,1,2,2,1,1,1,37,11
7,3,1,1,1,1,1,3,1,1,37,11
8,3,1,1,1,1,1,4,1,1,37,11
9,3,1,1,1,1,2,3,1,1,37,11
10,3,1,1,1,1,2,1,1,1,37,11
1,2,1,1,1,1,1,4,1,1,37,11
2,3,1,1,1,1,1,5,1,1,37,11
3,3,1,1,1,1,1,7,1,1,37,11
4,3,1,1,1,1,2,4,1,1,37,11
5,3,1,1,1,1,1,4,1,1,37,11
6,3,1,1,1,1,2,1,1,1,37,11
7,3,1,1,1,1,1,4,1,1,37,11
8,2,1,1,1,1,1,3,1,1,37,11
9,3,1,1,1,1,1,3,1,1,37,11
10,3,1,1,1,1,1,2,1,1,37,11
2,3,1,1,1,1,1,5,1,1,37,11
3,3,1,1,1,1,1,2,1,1,37,11
4,3,1,1,1,1,2,5,1,1,37,11
5,3,1,1,1,1,1,4,1,1,37,11
6,3,1,1,1,1,1,3,1,1,37,11
7,3,1,1,1,1,1,4,1,1,37,11
8,3,1,1,1,1,1,6,1,1,37,11
10,3,1,1,1,1,1,3,1,1,37,11
1,2,1,1,1,1,1,5,1,1,37,11
5,3,1,1,1,1,1,3,1,1,37,11
6,3,1,1,1,1,1,4,1,1,37,11
7,2,1,1,1,1,1,6,1,1,37,11
8,3,1,1,1,1,2,1,1,1,37,11
10,2,1,1,1,1,1,3,1,1,37,11
1,2,1,1,1,1,1,3,1,1,37,11
3,2,1,1,1,1,1,8,2,2,37,11
4,2,1,1,1,1,1,3,1,1,37,11
6,1,5,5,1,1,2,1,1,1,37,11
7,2,1,1,1,1,1,2,1,1,37,11
8,2,1,1,1,1,1,5,1,1,37,11
9,3,1,1,1,1,1,5,1,1,37,11
10,3,1,1,1,1,1,1,1,1,37,11
1,2,1,1,1,1,1,5,1,1,37,11
2,3,1,1,1,1,1,6,2,2,37,11
3,2,1,1,1,1,1,4,1,1,37,11
4,3,1,1,1,1,2,2,1,1,37,11
5,3,1,1,1,1,1,4,1,1,37,11
6,3,1,1,1,1,1,4,1,1,37,11
7,2,1,1,1,1,1,4,1,1,37,11
8,2,1,1,1,1,1,4,1,1,37,11
9,2,1,1,1,1,2,4,1,1,37,11
10,2,1,1,1,1,1,6,1,1,37,11
1,3,1,1,1,1,1,3,1,1,37,11
2,3,1,1,1,1,1,6,1,1,37,11
3,3,1,1,1,1,1,1,1,1,37,11
5,2,1,1,1,1,1,3,1,1,37,11
6,3,1,1,1,1,1,4,1,1,37,11
7,2,1,1,1,1,2,2,1,1,37,11
8,2,1,1,1,1,1,4,1,1,37,11
9,3,1,1,1,1,1,4,1,1,37,11
1,2,1,1,1,2,2,3,1,1,37,11
2,3,1,1,1,1,2,5,1,1,37,11
4,2,1,1,1,1,2,3,1,1,37,11
5,1,1,1,1,1,2,4,1,1,37,11
6,2,1,1,1,1,1,6,1,1,37,11
7,2,1,1,1,1,2,4,1,1,37,11
8,3,1,1,1,1,2,1,1,1,37,11
10,2,1,1,1,1,1,2,1,1,37,11
1,3,1,1,1,1,2,2,1,1,37,11
2,3,1,1,1,1,1,5,1,1,37,11
5,2,1,1,1,1,2,7,1,1,37,11
6,3,1,1,1,1,1,6,1,1,37,11
7,3,1,1,1,1,1,6,2,2,37,11
8,2,1,1,1,1,1,3,1,1,37,11
10,1,1,1,1,1,2,5,1,1,37,11
2,2,1,1,1,1,2,1,1,1,37,11
3,2,1,1,1,1,1,3,1,1,37,11
4,2,1,1,1,1,1,5,1,1,37,11
5,2,1,1,1,1,1,5,1,1,37,11
6,2,1,1,1,2,1,5,1,1,37,11
7,2,1,1,1,1,2,4,1,1,37,11
8,1,1,1,1,1,1,4,1,1,37,11
9,2,1,1,1,2,2,5,1,1,37,11
1,2,1,1,1,1,1,5,2,3,37,11
2,1,1,1,1,1,1,11,2,2,37,11
3,2,1,1,1,2,1,5,1,1,37,11
4,2,1,1,1,2,1,4,1,1,37,11
5,3,1,1,1,1,2,8,1,1,37,11
6,3,1,1,1,1,1,7,2,2,37,11
7,2,1,1,1,1,1,5,1,1,37,11
8,2,1,1,1,1,2,4,1,1,37,11
9,2,1,1,1,2,2,5,1,1,37,11
10,2,1,1,1,1,1,8,1,1,37,11
1,2,1,1,1,1,1,4,2,3,37,11
2,2,1,1,1,1,1,6,1,1,37,11
3,2,1,1,1,1,1,6,1,1,37,11
4,2,1,1,1,2,2,2,2,2,37,11
5,2,1,1,1,1,1,5,1,1,37,11
6,1,5,2,1,2,2,1,1,1,37,11
7,3,1,1,1,1,2,1,1,1,37,11
8,2,5,2,1,1,2,5,1,1,37,11
9,2,1,1,1,1,1,4,1,1,37,11
10,2,1,1,1,1,2,1,1,1,37,11
1,2,1,1,1,1,2,2,1,1,37,11
2,2,1,1,1,1,1,4,2,2,37,11
